movie_title,title_year,genres,director_name,actor_1_name,actor_2_name,actor_3_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_1_facebook_likes,gross,num_voted_users,cast_total_facebook_likes,facenumber_in_poster,num_user_for_reviews,budget,actor_2_facebook_likes,aspect_ratio,movie_facebook_likes,log_budget,log_gross,gross_to_budget_ratio,log_num_voted_users,log_num_critic_for_reviews,log_num_user_for_reviews,log_movie_facebook_likes,genre_Action,genre_Adventure,genre_Animation,genre_Biography,genre_Comedy,genre_Crime,genre_Documentary,genre_Drama,genre_Family,genre_Fantasy,genre_Film-Noir,genre_History,genre_Horror,genre_Music,genre_Musical,genre_Mystery,genre_Romance,genre_Sci-Fi,genre_Short,genre_Sport,genre_Thriller,genre_War,genre_Western,director_movie_count,director_avg_gross,actor1_movie_count,actor1_avg_gross,actor2_movie_count,actor2_avg_gross,actor3_movie_count,actor3_avg_gross,te_director_name,te_actor_1_name,te_actor_2_name,te_actor_3_name,te_language,te_country,te_content_rating,te_color,imdb_score
Die Hard 2 ,1990,Action|Thriller,Renny Harlin,Bruce Willis,John Amos,Franco Nero,142.0,124.0,212.0,576.0,13000.0,117541000.0,269858,16595,0.0,316.0,70000000.0,982.0,2.35,0,18.064005814299346,18.582297775362303,1.6791571428571428,12.505654879352774,4.962844630259907,5.75890177387728,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,54545663.4,4,75277932.5,2,117541000.0,2.0,117541000.0,6.585727636849132,6.954891798094018,6.7887021751206795,6.809980049280096,6.867728531855955,6.888685524126457,6.858803986710968,6.800916030534352,7.1
Wolf ,1994,Drama|Horror|Romance|Thriller,Mike Nichols,David Hyde Pierce,Peter Gerety,Ron Rifkin,59.0,125.0,0.0,184.0,443.0,65012000.0,43559,1439,1.0,137.0,70000000.0,277.0,1.85,0,18.064005814299346,17.990082441586978,0.9287428571428571,10.681894577046897,4.0943445622221,4.927253685157205,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,2,65012000.0,1,65012000.0,1,65012000.0,1.0,65012000.0,6.809980049280096,6.613965739882829,6.613965739882829,6.613965739882829,6.867728531855955,6.888685524126457,6.858803986710968,6.800916030534352,6.2
The Abyss ,1989,Adventure|Drama|Sci-Fi|Thriller,James Cameron,Michael Biehn,Todd Graff,Mary Elizabeth Mastrantonio,82.0,171.0,0.0,638.0,2000.0,54222000.0,131217,4074,0.0,380.0,69500000.0,650.0,2.35,0,18.05683732492351,17.808597306554848,0.7801726618705036,11.784615341203686,4.418840607796598,5.942799375126701,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,5,105789552.2,4,58581766.25,1,54222000.0,3.0,50405327.333333336,7.425727636849132,7.406161569989025,7.175803015725396,7.22542355428576,6.867728531855955,6.888685524126457,6.585141601407994,6.800916030534352,7.6
Total Recall ,1990,Action|Sci-Fi,Paul Verhoeven,Ronny Cox,Rachel Ticotin,Marshall Bell,196.0,113.0,719.0,217.0,605.0,119412921.0,240241,1441,0.0,391.0,65000000.0,308.0,1.85,0,17.989897843244528,18.598097977522542,1.8371218615384615,12.389402027630885,5.2832037287379885,5.971261839790462,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,119412921.0,2,119412921.0,2,119412921.0,3.0,89608614.0,7.150426035830769,7.150426035830769,7.150426035830769,6.850285218712824,6.867728531855955,6.888685524126457,6.858803986710968,6.800916030534352,7.5
Cliffhanger ,1993,Action|Adventure|Thriller,Renny Harlin,Sylvester Stallone,Leon,Janine Turner,74.0,124.0,212.0,369.0,13000.0,84049211.0,96096,15229,1.0,172.0,70000000.0,730.0,2.35,0,18.064005814299346,18.246913042403147,1.2007030142857142,11.473113376989318,4.31748811353631,5.153291594497779,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,54545663.4,11,87697782.66666667,2,76452737.0,1.0,84049211.0,6.585727636849132,6.709144941036087,6.7887021751206795,6.6942282078603395,6.867728531855955,6.888685524126457,6.858803986710968,6.800916030534352,6.4
Red Dawn ,1984,Action|Drama|War,John Milius,Lea Thompson,Jennifer Grey,William Smith,97.0,114.0,468.0,919.0,1000.0,54902392.04305284,41776,3860,0.0,383.0,16900000.0,1000.0,1.85,0,16.642824239064897,16.936866710480018,9.49298634009733,10.640101227841237,4.584967478670572,5.950642552587727,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,29907537.333333332,5,108268041.25,1,54902392.04305284,1.0,54902392.04305284,6.693630351207435,6.915727636849133,6.6942282078603395,6.6942282078603395,6.867728531855955,6.888685524126457,6.585141601407994,6.800916030534352,6.4
Hudson Hawk ,1991,Action|Adventure|Comedy,Michael Lehmann,Bruce Willis,James Coburn,Richard E. Grant,60.0,100.0,36.0,554.0,13000.0,17218080.0,43376,15944,0.0,249.0,70000000.0,773.0,1.85,0,18.064005814299346,16.66147061056811,0.24597257142857143,10.677684625696235,4.110873864173311,5.521460917862246,0.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17218080.0,4,75277932.5,1,17218080.0,1.0,17218080.0,6.413309569939056,6.954891798094018,6.413309569939056,6.413309569939056,6.867728531855955,6.888685524126457,6.858803986710968,6.800916030534352,5.7
Jurassic Park ,1993,Adventure|Sci-Fi|Thriller,Steven Spielberg,Wayne Knight,Ariana Richards,Bob Peck,308.0,127.0,14000.0,191.0,967.0,356784000.0,613473,2129,0.0,895.0,63000000.0,610.0,1.85,19000,17.958645300228824,19.692641117418137,5.663238095238095,13.326893162446954,5.733341276897746,6.79794041297493,9.852246888342531,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,11,210934792.3,1,356784000.0,2,186725542.0,1.0,356784000.0,7.454584494587687,7.376459185669171,7.1929817841496035,7.376459185669171,6.867728531855955,6.888685524126457,6.585141601407994,6.800916030534352,8.1
Wyatt Earp ,1994,Adventure|Biography|Crime|Drama|Western,Lawrence Kasdan,Dennis Quaid,Catherine O'Hara,Isabella Rossellini,40.0,212.0,759.0,812.0,2000.0,25052000.0,35314,5708,0.0,145.0,63000000.0,925.0,2.35,0,17.958645300228824,17.036464262544413,0.39765079365079364,10.472063081843023,3.713572066704308,4.983606621708336,0.0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,29126000.0,3,23276000.0,1,25052000.0,2.0,41737325.0,6.895091545917765,7.030351619787833,6.774490675837849,6.7248685526424286,6.867728531855955,6.888685524126457,6.585141601407994,6.800916030534352,6.6
Clear and Present Danger ,1994,Action|Crime|Drama|Thriller,Phillip Noyce,Harrison Ford,Dean Jones,Raymond Cruz,42.0,141.0,176.0,672.0,11000.0,122012710.0,69663,14178,1.0,133.0,62000000.0,913.0,2.35,0,17.9426449591384,18.619635785794873,1.967946935483871,11.151438964034273,3.7612001156935624,4.897839799950911,0.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,102650036.5,15,181162476.07692307,1,122012710.0,2.0,63254646.5,6.895091545917765,7.589770756932932,6.894884377804114,7.129148161671353,6.867728531855955,6.888685524126457,6.585141601407994,6.800916030534352,6.9
Days of Thunder ,1990,Action|Drama|Sport,Tony Scott,Tom Cruise,Robert Duvall,Randy Quaid,60.0,107.0,12000.0,695.0,10000.0,82670733.0,60476,14006,0.0,97.0,60000000.0,3000.0,2.35,0,17.909855136853043,18.23037621586369,1.37784555,11.010018406448534,4.110873864173311,4.584967478670572,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,106349749.25,9,109982769.25,1,82670733.0,2.0,82670733.0,6.84801211527678,6.850006300107628,6.493572037916565,6.7248685526424286,6.867728531855955,6.888685524126457,6.585141601407994,6.800916030534352,5.9
Rambo III ,1988,Action|Adventure|Thriller|War,Peter MacDonald,Sylvester Stallone,Kurtwood Smith,Richard Crenna,84.0,87.0,10.0,349.0,13000.0,53715611.0,92106,14574,1.0,171.0,63000000.0,1000.0,2.35,2000,17.958645300228824,17.799214243483387,0.852628746031746,11.43070622369832,4.442651256490317,5.147494476813453,7.601402334583733,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,53715611.0,11,87697782.66666667,3,45114582.666666664,1.0,53715611.0,6.413309569939056,6.709144941036087,6.610196683946146,6.413309569939056,6.867728531855955,6.888685524126457,6.858803986710968,6.800916030534352,5.7
Forrest Gump ,1994,Comedy|Drama,Robert Zemeckis,Tom Hanks,Siobhan Fallon Hogan,Sam Anderson,149.0,142.0,0.0,194.0,15000.0,329691196.0,1251222,15700,0.0,1398.0,55000000.0,294.0,2.35,59000,17.822843761378564,19.613667007655177,5.994385381818182,14.039632030957172,5.0106352940962555,7.243512974665482,10.985309671896763,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,160978047.4,4,155479688.75,1,329691196.0,1.0,329691196.0,7.335727636849134,7.121149082476389,7.657377823590455,7.657377823590455,6.867728531855955,6.888685524126457,6.585141601407994,7.554738730922252,8.8
Superman ,1978,Action|Adventure|Drama|Romance|Sci-Fi,Richard Donner,Marlon Brando,Margot Kidder,Ned Beatty,169.0,188.0,503.0,467.0,10000.0,134218018.0,126357,12940,0.0,497.0,55000000.0,593.0,2.35,0,17.822843761378564,18.714976043235126,2.4403276,11.746874426997156,5.135798437050262,6.210600077024653,0.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,7,85982520.0,3,71909009.0,2,74949519.0,3.0,134218018.0,7.037539339739897,7.315456754823264,6.27803319529467,6.505157949985724,6.867728531855955,6.888685524126457,6.725683063192974,6.800916030534352,7.3
Disclosure ,1994,Drama|Thriller,Barry Levinson,Demi Moore,Dylan Baker,Roma Maffia,55.0,128.0,272.0,383.0,2000.0,83000000.0,36587,3888,0.0,95.0,55000000.0,812.0,2.35,0,17.822843761378564,18.234351177809064,1.509090909090909,10.507475596776255,4.02535169073515,4.564348191467836,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,79619625.0,2,150315653.0,1,83000000.0,1.0,83000000.0,6.9757276368491326,6.7248685526424286,6.5337032719053205,6.5337032719053205,6.867728531855955,6.888685524126457,6.858803986710968,6.800916030534352,6.0
Tango & Cash ,1989,Action|Comedy|Crime|Thriller,Andrey Konchalovskiy,Sylvester Stallone,Jack Palance,Brion James,45.0,97.0,96.0,403.0,13000.0,63408614.0,75365,14432,1.0,149.0,55000000.0,549.0,2.35,0,17.822843761378564,17.965110293456913,1.1528838909090908,11.230111523915308,3.828641396489095,5.0106352940962555,0.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,63408614.0,11,87697782.66666667,2,157298769.0,1.0,63408614.0,6.654096973871584,6.709144941036087,6.9163694200771815,6.654096973871584,6.867728531855955,6.888685524126457,6.858803986710968,6.800916030534352,6.3
Death Becomes Her ,1992,Comedy|Fantasy|Horror,Robert Zemeckis,Bruce Willis,Meryl Streep,Isabella Rossellini,49.0,104.0,0.0,812.0,13000.0,58422650.0,78974,25599,3.0,173.0,55000000.0,11000.0,1.85,8000,17.822843761378564,17.88321423218941,1.06223,11.276886625670286,3.912023005428146,5.159055299214529,8.987321812850125,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,5,160978047.4,4,75277932.5,2,58422650.0,2.0,41737325.0,7.335727636849134,6.954891798094018,7.065314539193101,6.7248685526424286,6.867728531855955,6.888685524126457,6.585141601407994,6.800916030534352,6.4
Alien 3 ,1992,Action|Horror|Sci-Fi,David Fincher,Charles S. Dutton,Holt McCallany,Paul McGann,210.0,145.0,21000.0,243.0,534.0,55473600.0,207686,1543,0.0,776.0,50000000.0,273.0,2.35,0,17.72753358339242,17.831417807898017,1.109472,12.243787417630916,5.351858133476067,6.655440350367647,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,55473600.0,1,55473600.0,2,34736800.0,1.0,55473600.0,6.6942282078603395,6.6942282078603395,6.597201307685926,6.6942282078603395,6.867728531855955,6.888685524126457,6.858803986710968,6.800916030534352,6.4
Lolita ,1962,Crime|Drama|Romance,Stanley Kubrick,James Mason,Shelley Winters,Lois Maxwell,103.0,152.0,0.0,177.0,617.0,54902392.04305284,67822,1403,0.0,207.0,2000000.0,367.0,1.66,0,14.508658238524095,16.936866710480018,9.49298634009733,11.124656649440318,4.6443908991413725,5.337538079701318,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,56715371.0,5,54902392.04305284,2,54902392.04305284,7.0,43653407.0,7.534665755268756,7.095727636849133,7.235537532468437,7.131796596422037,6.867728531855955,6.908327078220791,7.74885236807437,7.554738730922252,7.7
The Godfather: Part III ,1990,Crime|Drama,Francis Ford Coppola,Al Pacino,Joe Mantegna,Bridget Fonda,110.0,170.0,0.0,889.0,14000.0,66676062.0,267980,16949,1.0,545.0,54000000.0,1000.0,1.85,0,17.804494623047066,18.015356570912388,1.2347418888888888,12.498671361457399,4.709530201312334,6.302618975744905,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,64125455.625,4,76192381.75,1,66676062.0,1.0,66676062.0,7.402129364433556,7.406161569989025,7.175803015725396,7.175803015725396,6.867728531855955,6.888685524126457,6.858803986710968,6.800916030534352,7.6
Superman II ,1980,Action|Adventure|Romance|Sci-Fi,Richard Lester,Margot Kidder,Ned Beatty,Jackie Cooper,121.0,116.0,44.0,420.0,593.0,108200000.0,76331,2908,4.0,269.0,54000000.0,467.0,2.35,0,17.804494623047066,18.4994919336188,2.0037037037037035,11.242847526466804,4.804021044733257,5.598421958998375,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,5,56238335.0,2,84100000.0,1,108200000.0,2.0,84100000.0,6.745727636849132,6.4482561885700065,6.854753143815358,6.4482561885700065,6.867728531855955,6.888685524126457,6.725683063192974,6.800916030534352,6.8
Robin Hood: Prince of Thieves ,1991,Action|Adventure|Drama|Romance,Kevin Reynolds,Alan Rickman,Morgan Freeman,Michael Wincott,67.0,155.0,58.0,720.0,25000.0,165500000.0,145257,38518,0.0,322.0,48000000.0,11000.0,1.85,0,17.6867115897055,18.92448175882369,3.4479166666666665,11.886266750650119,4.219507705176107,5.777652323222656,0.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,82902535.0,3,89421115.66666667,4,80079361.75,1.0,165500000.0,6.7887021751206795,7.0753682200565855,7.299281887171787,6.894884377804114,6.867728531855955,6.888685524126457,6.585141601407994,6.800916030534352,6.9
Interview with the Vampire: The Vampire Chronicles ,1994,Drama|Fantasy|Horror,Neil Jordan,Brad Pitt,Tom Cruise,Kirsten Dunst,120.0,123.0,277.0,4000.0,11000.0,105264608.0,239752,25697,0.0,406.0,60000000.0,10000.0,1.85,11000,17.909855136853043,18.471987823744897,1.7544101333333333,12.387364505701807,4.795790545596741,6.008813185442595,9.305741456739435,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,59456318.666666664,3,58773054.0,1,105264608.0,1.0,105264608.0,6.925312885827411,7.0003405529419975,7.175803015725396,7.175803015725396,6.867728531855955,6.888685524126457,6.858803986710968,6.800916030534352,7.6
Beverly Hills Cop III ,1994,Action|Comedy|Crime|Thriller,John Landis,Louis Lombardi,Jon Tenney,Gilbert R. Hill,36.0,104.0,644.0,174.0,437.0,42610000.0,60293,1093,1.0,114.0,55000000.0,289.0,1.85,669,17.822843761378564,17.567599548944763,0.7747272727272727,11.006987875277014,3.6109179126442243,4.74493212836325,6.507277712385012,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,82202500.0,1,42610000.0,1,42610000.0,1.0,42610000.0,6.945727636849133,6.3330471019615455,6.3330471019615455,6.3330471019615455,6.867728531855955,6.888685524126457,6.858803986710968,6.800916030534352,5.5
Gremlins 2: The New Batch ,1990,Comedy|Fantasy|Horror,Joe Dante,Christopher Lee,Robert Picardo,Phoebe Cates,105.0,106.0,287.0,767.0,16000.0,41482207.0,68428,19610,0.0,148.0,50000000.0,823.0,1.85,0,17.72753358339242,17.540775170381426,0.82964414,11.133551990366144,4.663439094112067,5.003946305945459,0.0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4,59284551.75,6,15902113.5,2,29734103.5,1.0,41482207.0,6.776758993398621,6.318463970942545,6.70359067848301,6.654096973871584,6.867728531855955,6.888685524126457,6.585141601407994,6.800916030534352,6.3
On Deadly Ground ,1994,Action|Adventure|Thriller,Steven Seagal,Mike Starr,Joan Chen,Sven-Ole Thorsen,47.0,101.0,0.0,158.0,854.0,38590500.0,17997,1860,1.0,140.0,50000000.0,643.0,2.35,812,17.72753358339242,17.468516716067516,0.77181,9.798015919593894,3.871201010907891,4.948759890378168,6.70073110954781,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,38590500.0,3,28794426.333333332,3,27819006.666666668,1.0,38590500.0,5.891603528085243,6.625202217369063,6.595191150523228,5.891603528085243,6.867728531855955,6.888685524126457,6.858803986710968,6.800916030534352,4.4
Baby's Day Out ,1994,Adventure|Comedy|Crime|Drama|Family,Patrick Read Johnson,Joe Mantegna,Lara Flynn Boyle,Cynthia Nixon,22.0,99.0,32.0,479.0,1000.0,16671505.0,33186,2949,1.0,78.0,50000000.0,619.0,1.85,0,17.72753358339242,16.629211592578002,0.3334301,10.409913511957432,3.1354942159291497,4.3694478524670215,0.0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16020539.0,1,16671505.0,2,69184427.5,1.0,16671505.0,6.341866817772921,6.493572037916565,6.703590678483011,6.493572037916565,6.867728531855955,6.888685524126457,6.725683063192974,6.800916030534352,5.9
The Adventures of Ford Fairlane ,1990,Action|Adventure|Comedy|Crime|Music|Mystery,Renny Harlin,Lauren Holly,Gilbert Gottfried,David Patrick Kelly,48.0,104.0,212.0,380.0,879.0,21413502.0,14429,2795,5.0,113.0,40000000.0,560.0,2.35,2000,17.50439003707821,16.879532262315486,0.53533755,9.577064651767916,3.8918202981106265,4.736198448394496,7.601402334583733,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,5,54545663.4,2,74294428.0,1,21413502.0,2.0,36053332.0,6.585727636849132,6.8525357975989305,6.654096973871584,6.9163694200771815,6.867728531855955,6.888685524126457,6.858803986710968,6.800916030534352,6.3
Indiana Jones and the Last Crusade ,1989,Action|Adventure|Fantasy,Steven Spielberg,Harrison Ford,Julian Glover,Alison Doody,149.0,127.0,14000.0,440.0,11000.0,197171806.0,515306,12884,5.0,477.0,48000000.0,844.0,2.35,0,17.6867115897055,19.09958602338068,4.107745958333333,13.152518118543863,5.0106352940962555,6.169610732491456,0.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,210934792.3,15,181162476.07692307,1,197171806.0,1.0,197171806.0,7.454584494587687,7.589770756932932,7.456721653646681,7.456721653646681,6.867728531855955,6.888685524126457,6.585141601407994,6.800916030534352,8.3
The Cotton Club ,1984,Crime|Drama|Music,Francis Ford Coppola,Nicolas Cage,Bob Hoskins,Fred Gwynne,36.0,123.0,0.0,886.0,12000.0,25900000.0,12771,18793,1.0,84.0,58000000.0,5000.0,1.85,828,17.87595358575207,17.069753565279804,0.44655172413793104,9.455010553834672,3.6109179126442243,4.442651256490317,6.720220155135295,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,64125455.625,2,33641420.5,2,17914500.0,1.0,25900000.0,7.402129364433556,6.682312804323594,7.044036665033683,6.734359441849094,6.867728531855955,6.888685524126457,6.858803986710968,6.800916030534352,6.5
