movie_title,title_year,genres,director_name,actor_1_name,actor_2_name,actor_3_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_1_facebook_likes,gross,num_voted_users,cast_total_facebook_likes,facenumber_in_poster,num_user_for_reviews,budget,actor_2_facebook_likes,aspect_ratio,movie_facebook_likes,log_budget,log_gross,gross_to_budget_ratio,log_num_voted_users,log_num_critic_for_reviews,log_num_user_for_reviews,log_movie_facebook_likes,genre_Action,genre_Adventure,genre_Animation,genre_Biography,genre_Comedy,genre_Crime,genre_Documentary,genre_Drama,genre_Family,genre_Fantasy,genre_Film-Noir,genre_History,genre_Horror,genre_Music,genre_Musical,genre_Mystery,genre_Romance,genre_Sci-Fi,genre_Short,genre_Sport,genre_Thriller,genre_War,genre_Western,director_movie_count,director_avg_gross,actor1_movie_count,actor1_avg_gross,actor2_movie_count,actor2_avg_gross,actor3_movie_count,actor3_avg_gross,te_director_name,te_actor_1_name,te_actor_2_name,te_actor_3_name,te_language,te_country,te_content_rating,te_color,imdb_score
Lion of the Desert ,1980,Biography|Drama|History|War,Moustapha Akkad,Oliver Reed,Rod Steiger,John Gielgud,24.0,156.0,278.0,249.0,695.0,54902392.04305284,9852,1573,0.0,55.0,35000000.0,279.0,2.35,0,17.370858648025116,16.936866710480018,9.49298634009733,9.195531256322475,3.2188758248682006,4.02535169073515,0.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,54902392.04305284,3,16800000.0,2,57362581.0,5.0,29800000.0,7.496852887635436,7.270440154554512,6.895091545917765,6.735727636849132,6.867728531855955,7.496852887635436,6.725683063192974,7.554738730922252,8.4
The Age of Innocence ,1993,Drama|Romance,Martin Scorsese,Richard E. Grant,Geraldine Chaplin,Stuart Wilson,56.0,139.0,17000.0,94.0,554.0,32000000.0,36267,1068,3.0,150.0,30000000.0,382.0,2.35,0,17.216707972959764,17.281246492014,1.0666666666666667,10.498691088765947,4.04305126783455,5.017279836814924,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,27375476.0,1,32000000.0,1,32000000.0,2.0,88365763.5,7.376067703342773,7.015278079770377,7.015278079770377,6.9163694200771815,6.867728531855955,6.888685524126457,6.725683063192974,6.800916030534352,7.2
Reds ,1981,Biography|Drama|History|Romance,Warren Beatty,Paul Sorvino,Warren Beatty,M. Emmet Walsh,57.0,195.0,631.0,521.0,635.0,54902392.04305284,16255,2291,0.0,127.0,35000000.0,631.0,1.85,0,17.370858648025116,16.936866710480018,9.49298634009733,9.696217350378209,4.060443010546419,4.852030263919617,0.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,103738726.0,1,54902392.04305284,3,59056953.5,2.0,27000000.0,6.8525357975989305,7.135671781736642,6.460141349716972,7.299371154946688,6.867728531855955,6.888685524126457,6.725683063192974,6.800916030534352,7.5
A Few Good Men ,1992,Drama|Thriller,Rob Reiner,Tom Cruise,Demi Moore,Kevin Pollak,81.0,138.0,0.0,574.0,10000.0,141340178.0,181879,14619,0.0,319.0,40000000.0,2000.0,2.35,0,17.50439003707821,18.766680159675875,3.53350445,12.111102407938947,4.406719247264253,5.768320995793772,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,79327251.5,9,109982769.25,2,75947763.0,1.0,141340178.0,7.3467839684238925,6.850006300107628,6.8525357975989305,7.175803015725396,6.867728531855955,6.888685524126457,6.858803986710968,6.800916030534352,7.6
Star Wars: Episode VI - Return of the Jedi ,1983,Action|Adventure|Fantasy|Sci-Fi,Richard Marquand,Harrison Ford,Ian McDiarmid,Kenny Baker,197.0,134.0,37.0,504.0,11000.0,309125409.0,681857,13649,0.0,647.0,32500000.0,1000.0,2.35,14000,17.296750678069195,19.549257610129278,9.511551046153846,13.432576704002955,5.288267030694535,6.473890696352274,9.546884034617925,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,309125409.0,15,181162476.07692307,1,309125409.0,3.0,270808891.3333333,7.496852887635436,7.589770756932932,7.496852887635436,7.405489955360768,6.867728531855955,6.888685524126457,6.725683063192974,6.800916030534352,8.4
Scrooged ,1988,Comedy|Drama|Fantasy,Richard Donner,Bill Murray,Alfre Woodard,Robert Mitchum,88.0,101.0,503.0,1000.0,13000.0,60328558.0,61396,18734,1.0,159.0,32000000.0,1000.0,1.85,11000,17.281246492014,17.915316164834156,1.8852674375,11.025116253006695,4.48863636973214,5.075173815233827,9.305741456739435,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,85982520.0,6,78713819.33333333,1,60328558.0,1.0,60328558.0,7.037539339739897,7.097183099036307,6.935015611792868,6.935015611792868,6.867728531855955,6.888685524126457,6.585141601407994,6.800916030534352,7.0
Alive ,1993,Adventure|Biography|Drama|Thriller,Frank Marshall,Illeana Douglas,Danny Nucci,Michael DeLorenzo,43.0,120.0,155.0,240.0,344.0,36733909.0,38949,2054,3.0,112.0,32000000.0,242.0,1.85,0,17.281246492014,17.419210864621338,1.14793465625,10.570034051298894,3.784189633918261,4.727387818712341,0.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,44933898.5,1,36733909.0,1,36733909.0,1.0,36733909.0,6.809980049280096,6.975146845781623,6.975146845781623,6.975146845781623,6.867728531855955,6.888685524126457,6.858803986710968,6.800916030534352,7.1
1941 ,1979,Action|Comedy|War,Steven Spielberg,Christopher Lee,John Belushi,Treat Williams,56.0,142.0,14000.0,642.0,16000.0,54902392.04305284,25193,20201,5.0,217.0,35000000.0,1000.0,2.35,2000,17.370858648025116,16.936866710480018,9.49298634009733,10.134361149912248,4.04305126783455,5.384495062789089,7.601402334583733,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,210934792.3,6,15902113.5,1,54902392.04305284,2.0,5300000.0,7.454584494587687,6.318463970942545,6.493572037916565,7.00148091671485,6.867728531855955,6.888685524126457,6.725683063192974,6.800916030534352,5.9
Apocalypse Now ,1979,Drama|War,Francis Ford Coppola,Harrison Ford,Marlon Brando,Robert Duvall,261.0,289.0,0.0,3000.0,11000.0,78800000.0,450676,25313,1.0,983.0,31500000.0,10000.0,2.35,19000,17.265498135541893,18.182423567518462,2.5015873015873016,13.018506175648154,5.568344503761097,6.891625897052253,9.852246888342531,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,64125455.625,15,181162476.07692307,3,78607317.33333333,3.0,90307317.33333333,7.402129364433556,7.589770756932932,7.465512089052437,7.795633824356621,6.867728531855955,6.888685524126457,6.858803986710968,6.800916030534352,8.5
Out of Africa ,1985,Biography|Drama|Romance,Sydney Pollack,Meryl Streep,Michael Gough,Michael Kitchen,66.0,161.0,521.0,184.0,11000.0,87100000.0,52339,12518,0.0,200.0,31000000.0,920.0,1.85,0,17.249497794707484,18.282567453303788,2.8096774193548386,10.865516176084137,4.204692619390966,5.303304908059076,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,140882800.0,3,66957874.0,1,87100000.0,1.0,87100000.0,7.0003405529419975,6.925312885827411,7.015278079770377,7.015278079770377,6.867728531855955,6.888685524126457,6.725683063192974,6.800916030534352,7.2
Moonraker ,1979,Action|Adventure|Sci-Fi|Thriller,Lewis Gilbert,Desmond Llewelyn,Lois Chiles,Lois Maxwell,121.0,126.0,43.0,177.0,244.0,62700000.0,69534,1008,2.0,294.0,34000000.0,202.0,2.35,0,17.341871111992198,17.95387202155211,1.8441176470588236,11.14958550191271,4.804021044733257,5.68697535633982,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,50866666.666666664,3,56700000.0,1,62700000.0,7.0,43653407.0,6.8352796852899065,6.790263085021154,6.654096973871584,7.131796596422037,6.867728531855955,6.908327078220791,6.725683063192974,6.800916030534352,6.3
Arachnophobia ,1990,Comedy|Fantasy|Horror|Thriller,Frank Marshall,Julian Sands,Peter Jason,Brian McNamara,74.0,103.0,155.0,125.0,687.0,53133888.0,50389,1440,0.0,136.0,31000000.0,151.0,1.85,0,17.249497794707484,17.788325493564972,1.7139963870967743,10.827548021674644,4.31748811353631,4.919980925828125,0.0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,2,44933898.5,4,21774415.5,2,33071408.0,1.0,53133888.0,6.809980049280096,6.6105017090162494,6.8525357975989305,6.654096973871584,6.867728531855955,6.888685524126457,6.585141601407994,6.800916030534352,6.3
Speed ,1994,Action|Adventure|Crime|Thriller,Jan de Bont,Keanu Reeves,Alan Ruck,Joe Morton,114.0,116.0,101.0,780.0,18000.0,121248145.0,260981,20966,0.0,373.0,25000000.0,946.0,2.35,0,17.034386422832473,18.613349796943314,4.8499258,12.472206718409359,4.74493212836325,5.924255797414532,0.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,121248145.0,9,42805091.44444445,2,98458506.5,1.0,121248145.0,7.015278079770377,7.0761771939278875,6.895091545917765,7.015278079770377,6.867728531855955,6.888685524126457,6.858803986710968,6.800916030534352,7.2
The Hunt for Red October ,1990,Action|Adventure|Thriller,John McTiernan,Scott Glenn,Jeffrey Jones,Courtney B. Vance,104.0,135.0,323.0,495.0,826.0,122012643.0,143696,2575,1.0,241.0,30000000.0,692.0,2.35,0,17.216707972959764,18.619635236671606,4.0670881,11.87546219502247,4.653960350157523,5.488937726156687,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,71723124.8,2,77606321.5,3,70545027.66666667,1.0,122012643.0,7.025727636849132,7.107870287511935,6.745246484752402,7.175803015725396,6.867728531855955,6.888685524126457,6.725683063192974,6.800916030534352,7.6
The Addams Family ,1991,Comedy|Fantasy,Barry Sonnenfeld,Anjelica Huston,Raul Julia,Carel Struycken,55.0,99.0,188.0,436.0,1000.0,113502246.0,96607,3696,0.0,125.0,38000000.0,1000.0,1.85,5000,17.453096744006448,18.547333192046594,2.986901210526316,11.478416832506566,4.02535169073515,4.836281906951478,8.517393171418904,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,113502246.0,3,113502246.0,2,73462883.5,1.0,113502246.0,6.854753143815358,6.6552132842148986,6.214199572816419,6.854753143815358,6.867728531855955,6.888685524126457,6.585141601407994,6.800916030534352,6.8
The Prince of Tides ,1991,Drama|Romance,Barbra Streisand,George Carlin,Blythe Danner,Melinda Dillon,30.0,132.0,0.0,252.0,769.0,74787599.0,12549,1936,1.0,109.0,30000000.0,713.0,1.85,883,17.216707972959764,18.130162653801374,2.492919966666667,9.43747594455993,3.4339872044851463,4.700480365792417,6.784457062637643,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,52593799.5,1,74787599.0,1,74787599.0,2.0,101543799.5,6.767424300961262,6.774490675837849,6.774490675837849,7.00148091671485,6.867728531855955,6.888685524126457,6.858803986710968,6.800916030534352,6.6
Legends of the Fall ,1994,Drama|Romance|War|Western,Edward Zwick,Anthony Hopkins,Brad Pitt,Julia Ormond,57.0,133.0,380.0,918.0,12000.0,66528842.0,112175,26388,2.0,329.0,30000000.0,11000.0,1.85,11000,17.216707972959764,18.013146140916017,2.217628066666667,11.627824345446749,4.060443010546419,5.799092654460526,9.305741456739435,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,3,40062947.333333336,6,54403962.0,1,66528842.0,1.0,66528842.0,7.285445687977429,7.3946713052743736,7.135671781736642,7.135671781736642,6.867728531855955,6.888685524126457,6.858803986710968,6.800916030534352,7.5
Star Trek V: The Final Frontier ,1989,Action|Adventure|Sci-Fi|Thriller,William Shatner,Leonard Nimoy,Nichelle Nichols,Walter Koenig,98.0,107.0,0.0,643.0,12000.0,55210049.0,43743,14710,1.0,293.0,27800000.0,664.0,2.35,0,17.140546614632086,17.826655559892856,1.9859729856115107,10.686109739523676,4.59511985013459,5.683579767338681,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,55210049.0,6,79568696.16666667,4,80905795.25,4.0,80905795.25,6.292915867972791,6.825943852172188,6.669879310581382,6.669879310581382,6.867728531855955,6.888685524126457,6.725683063192974,6.800916030534352,5.4
Naked Gun 33 1/3: The Final Insult ,1994,Comedy|Crime,Peter Segal,George Kennedy,Fred Ward,Priscilla Presley,43.0,83.0,88.0,348.0,3000.0,51109400.0,76850,4767,5.0,85.0,30000000.0,459.0,1.85,1000,17.216707972959764,17.74947901085579,1.7036466666666668,11.249623761243825,3.784189633918261,4.454347296253507,6.90875477931522,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,51109400.0,3,50679937.0,1,51109400.0,1.0,51109400.0,6.6942282078603395,6.670218817637815,6.6942282078603395,6.6942282078603395,6.867728531855955,6.888685524126457,6.585141601407994,6.800916030534352,6.4
A View to a Kill ,1985,Action|Adventure|Thriller,John Glen,Patrick Macnee,Alison Doody,Tanya Roberts,108.0,131.0,46.0,433.0,1000.0,50300000.0,68565,2943,2.0,300.0,30000000.0,439.0,2.35,0,17.216707972959764,17.733515654950683,1.6766666666666667,11.135552064028248,4.6913478822291435,5.707110264748875,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,53270582.4,2,34143000.0,1,50300000.0,1.0,50300000.0,6.745727636849132,6.70359067848301,6.654096973871584,6.654096973871584,6.867728531855955,6.908327078220791,6.725683063192974,6.800916030534352,6.3
Black Rain ,1989,Action|Crime|Thriller,Ridley Scott,Stephen Root,Ken Takakura,Kate Capshaw,63.0,125.0,0.0,237.0,939.0,45645204.0,39306,1748,2.0,119.0,30000000.0,255.0,2.35,0,17.216707972959764,17.636409121153182,1.5215068,10.579157899044741,4.1588830833596715,4.787491742782046,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,50515068.0,1,45645204.0,1,45645204.0,2.0,112757737.5,7.285445687977429,6.774490675837849,6.774490675837849,6.9802030425554324,6.867728531855955,6.888685524126457,6.858803986710968,6.800916030534352,6.6
Midnight Run ,1988,Action|Comedy|Crime|Thriller,Martin Brest,Robert De Niro,Yaphet Kotto,Philip Baker Hall,77.0,126.0,102.0,497.0,22000.0,38413606.0,54042,23866,1.0,215.0,30000000.0,581.0,1.85,0,17.216707972959764,17.463922303749523,1.2804535333333333,10.897535304967018,4.356708826689592,5.375278407684165,0.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,136587053.0,13,32378269.7,2,58656803.0,1.0,38413606.0,7.129148161671352,7.539557933844229,7.3844826515843565,7.175803015725396,6.867728531855955,6.888685524126457,6.858803986710968,6.800916030534352,7.6
The Running Man ,1987,Action|Crime|Sci-Fi|Thriller,Paul Michael Glaser,Yaphet Kotto,Maria Conchita Alonso,Richard Dawson,120.0,101.0,343.0,384.0,581.0,38122105.0,112669,2373,1.0,226.0,27000000.0,571.0,1.37,0,17.11134746100564,17.456304881813956,1.4119298148148147,11.632218471158211,4.795790545596741,5.424950017481403,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,38122105.0,3,24511514.333333332,1,38122105.0,1.0,38122105.0,6.774490675837849,7.015346086364916,6.774490675837849,6.774490675837849,6.867728531855955,6.888685524126457,6.858803986710968,6.800916030534352,6.6
Little Shop of Horrors ,1986,Comedy|Horror|Musical|Sci-Fi,Frank Oz,Bill Murray,Jim Belushi,Tisha Campbell-Martin,63.0,102.0,0.0,413.0,13000.0,38747385.0,49349,15308,2.0,165.0,25000000.0,854.0,1.85,0,17.034386422832473,17.472573853423718,1.5498954,10.806693044861628,4.1588830833596715,5.111987788356544,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,38747385.0,6,78713819.33333333,1,38747385.0,1.0,38747385.0,6.894884377804114,7.097183099036307,6.894884377804114,6.894884377804114,6.867728531855955,6.888685524126457,6.585141601407994,6.800916030534352,6.9
Howard the Duck ,1986,Action|Adventure|Comedy|Romance|Sci-Fi,Willard Huyck,Lea Thompson,Jeffrey Jones,Jordan Prentice,81.0,110.0,8.0,322.0,1000.0,16295774.0,33669,3000,1.0,269.0,35000000.0,692.0,1.85,0,17.370858648025116,16.60641642972424,0.4655935428571429,10.42436251215512,4.406719247264253,5.598421958998375,0.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,16295774.0,5,108268041.25,3,70545027.66666667,1.0,16295774.0,5.9718659960627525,6.915727636849133,6.745246484752402,5.9718659960627525,6.867728531855955,6.888685524126457,6.725683063192974,6.800916030534352,4.6
Glory ,1989,Drama|History|War,Edward Zwick,Denzel Washington,Morgan Freeman,Matthew Broderick,60.0,122.0,380.0,2000.0,18000.0,26830000.0,101888,32930,3.0,365.0,18000000.0,11000.0,1.85,0,16.705882371415992,17.105031259673517,1.4905555555555556,11.531639264414329,4.110873864173311,5.902633333401366,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,40062947.333333336,7,43139397.571428575,4,80079361.75,2.0,26830000.0,7.285445687977429,7.16321568198275,7.299281887171787,7.3206490291061055,6.867728531855955,6.888685524126457,6.858803986710968,6.800916030534352,7.9
Once Upon a Time in America ,1984,Crime|Drama,Sergio Leone,Robert De Niro,Burt Young,Treat Williams,111.0,251.0,0.0,642.0,22000.0,5300000.0,221000,24719,8.0,495.0,30000000.0,683.0,1.85,12000,17.216707972959764,15.483217567201578,0.17666666666666667,12.30592250537653,4.718498871295094,6.206575926724928,9.392745258631441,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4966666.666666667,13,32378269.7,1,5300000.0,2.0,5300000.0,7.643671976249555,7.539557933844229,7.496852887635436,7.00148091671485,6.867728531855955,7.251575837102404,6.858803986710968,6.800916030534352,8.4
Cry Freedom ,1987,Biography|Drama|History,Richard Attenborough,Denzel Washington,Kevin McNally,Penelope Wilton,17.0,147.0,0.0,400.0,18000.0,5899797.0,9913,18855,0.0,51.0,29000000.0,427.0,2.35,0,17.182806422433504,15.590428671001703,0.20344127586206898,9.20170317858052,2.8903717578961645,3.9512437185814275,0.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,27513932.333333332,7,43139397.571428575,1,5899797.0,1.0,5899797.0,7.228028765293628,7.16321568198275,7.135671781736642,7.135671781736642,6.867728531855955,6.908327078220791,6.725683063192974,6.800916030534352,7.5
Aladdin ,1992,Adventure|Animation|Comedy|Family|Fantasy|Musical|Romance,Ron Clements,Robin Williams,Frank Welker,Scott Weinger,124.0,90.0,63.0,631.0,49000.0,217350219.0,260939,52970,0.0,244.0,28000000.0,2000.0,1.33,0,17.147715103853763,19.19702052759088,7.762507821428572,12.472045774819739,4.8283137373023015,5.501258210544727,0.0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,217350219.0,5,155197521.0,1,217350219.0,1.0,217350219.0,7.336327951680416,7.135727636849133,7.336327951680416,7.336327951680416,6.867728531855955,6.888685524126457,7.199629290807432,6.800916030534352,8.0
Indiana Jones and the Temple of Doom ,1984,Action|Adventure,Steven Spielberg,Harrison Ford,Amrish Puri,Kate Capshaw,148.0,118.0,14000.0,237.0,11000.0,179870271.0,329969,11898,2.0,524.0,28000000.0,429.0,2.35,0,17.147715103853763,19.007746437906267,6.42393825,12.706757020219271,5.003946305945459,6.263398262591624,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,210934792.3,15,181162476.07692307,2,179870271.0,2.0,112757737.5,7.454584494587687,7.589770756932932,7.299371154946688,6.9802030425554324,6.867728531855955,6.888685524126457,6.725683063192974,6.800916030534352,7.6
Die Hard ,1988,Action|Thriller,John McTiernan,Alan Rickman,Bruce Willis,Reginald VelJohnson,233.0,131.0,323.0,541.0,25000.0,81350242.0,592582,40585,0.0,722.0,28000000.0,13000.0,2.35,25000,17.147715103853763,18.21427437871767,2.905365785714286,13.292246226568707,5.455321115357702,6.583409222158765,10.12667110305036,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,71723124.8,3,89421115.66666667,1,81350242.0,1.0,81350242.0,7.025727636849132,7.0753682200565855,7.4165904196579255,7.4165904196579255,6.867728531855955,6.888685524126457,6.858803986710968,6.800916030534352,8.2
For Your Eyes Only ,1981,Action|Adventure|Thriller,John Glen,Julian Glover,Topol,Desmond Llewelyn,112.0,127.0,46.0,244.0,844.0,62300000.0,72085,2118,1.0,263.0,28000000.0,402.0,2.35,2000,17.147715103853763,17.947471999809046,2.225,11.1856151296614,4.727387818712341,5.575949103146316,7.601402334583733,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,53270582.4,1,62300000.0,1,62300000.0,4.0,37300000.0,6.745727636849132,6.854753143815358,6.854753143815358,6.859887635589806,6.867728531855955,6.908327078220791,6.725683063192974,6.800916030534352,6.8
Timecop ,1994,Action|Crime|Sci-Fi|Thriller,Peter Hyams,Mia Sara,Bruce McGill,Gloria Reuben,62.0,99.0,0.0,186.0,664.0,44450000.0,44394,2010,1.0,115.0,27000000.0,655.0,2.35,0,17.11134746100564,17.609875542421374,1.6462962962962964,10.700882129466427,4.143134726391533,4.7535901911063645,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,44450000.0,1,44450000.0,3,48689584.0,1.0,44450000.0,6.639757056004759,6.45344080392781,6.850285218712824,6.45344080392781,6.867728531855955,6.421534404626414,6.858803986710968,6.800916030534352,5.8
Hocus Pocus ,1993,Comedy|Family|Fantasy,Kenny Ortega,Vinessa Shaw,Omri Katz,Larry Bagby,36.0,96.0,197.0,115.0,580.0,39514713.0,60494,1275,0.0,132.0,28000000.0,336.0,1.85,16000,17.147715103853763,17.492183666837207,1.41123975,11.010315995975578,3.6109179126442243,4.890349128221754,9.680406499268875,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,39514713.0,1,39514713.0,1,39514713.0,1.0,39514713.0,6.814621909826604,6.814621909826604,6.814621909826604,6.814621909826604,6.867728531855955,6.888685524126457,6.725683063192974,6.800916030534352,6.7
Blade Runner ,1982,Sci-Fi|Thriller,Ridley Scott,Harrison Ford,Sean Young,M. Emmet Walsh,302.0,117.0,0.0,521.0,11000.0,27000000.0,461609,13877,2.0,1168.0,28000000.0,759.0,2.35,34000,17.147715103853763,17.11134746100564,0.9642857142857143,13.042475657719534,5.713732805509369,7.063903961472068,10.434145214930487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,50515068.0,15,181162476.07692307,1,27000000.0,2.0,27000000.0,7.285445687977429,7.589770756932932,7.4165904196579255,7.299371154946688,6.867728531855955,6.888685524126457,6.858803986710968,6.800916030534352,8.2
Octopussy ,1983,Action|Adventure|Thriller,John Glen,Louis Jourdan,Kabir Bedi,Steven Berkoff,106.0,131.0,46.0,293.0,594.0,67900000.0,74374,1898,0.0,225.0,27500000.0,303.0,2.35,0,17.129696599000436,18.033546607256465,2.4690909090909092,11.21687514284793,4.672828834461906,5.420534999272286,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,53270582.4,1,67900000.0,1,67900000.0,1.0,67900000.0,6.745727636849132,6.774490675837849,6.774490675837849,6.774490675837849,6.867728531855955,6.908327078220791,6.725683063192974,6.800916030534352,6.6
A Passage to India ,1984,Adventure|Drama|History,David Lean,Richard Wilson,Judy Davis,Art Malik,52.0,164.0,767.0,162.0,358.0,26400000.0,12980,1334,0.0,89.0,16000000.0,223.0,1.85,845,16.588099342704055,17.088874605995333,1.65,9.471242028892995,3.970291913552122,4.499809670330265,6.740519359606223,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,42830500.0,1,26400000.0,1,26400000.0,2.0,38792948.5,7.418037090302052,7.095540547747888,7.095540547747888,6.958925168396016,6.867728531855955,6.908327078220791,6.725683063192974,6.800916030534352,7.4
Star Trek VI: The Undiscovered Country ,1991,Action|Adventure|Sci-Fi|Thriller,Nicholas Meyer,Leonard Nimoy,Kurtwood Smith,Nichelle Nichols,112.0,110.0,120.0,664.0,12000.0,74888996.0,55513,16230,0.0,188.0,30000000.0,1000.0,2.35,0,17.216707972959764,18.1315175351595,2.4962998666666665,10.924390520176528,4.727387818712341,5.241747015059643,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,76894498.0,6,79568696.16666667,3,45114582.666666664,2.0,76894498.0,7.129148161671353,6.825943852172188,6.610196683946146,7.129148161671353,6.867728531855955,6.888685524126457,6.725683063192974,6.800916030534352,7.2
The Blues Brothers ,1980,Action|Comedy|Crime|Music,John Landis,John Belushi,Aretha Franklin,Ray Charles,125.0,148.0,644.0,326.0,1000.0,54200000.0,142448,2566,1.0,319.0,27000000.0,809.0,1.85,14000,17.11134746100564,17.80819148486006,2.0074074074074075,11.866739319894394,4.836281906951478,5.768320995793772,9.546884034617925,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,82202500.0,2,97900000.0,1,54200000.0,1.0,54200000.0,6.945727636849133,7.2568154066278545,7.296196717691661,7.296196717691661,6.867728531855955,6.888685524126457,6.858803986710968,6.800916030534352,7.9
The Right Stuff ,1983,Adventure|Drama|History,Philip Kaufman,Dennis Quaid,Scott Glenn,Sam Shepard,80.0,193.0,133.0,820.0,2000.0,21500000.0,45271,6341,0.0,170.0,27000000.0,826.0,1.85,0,17.11134746100564,16.88356353960952,0.7962962962962963,10.72044401882236,4.394449154672439,5.14166355650266,0.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,21500000.0,3,23276000.0,2,76113500.0,1.0,21500000.0,7.296196717691661,7.030351619787833,7.469594148222025,7.296196717691661,6.867728531855955,6.888685524126457,6.725683063192974,6.800916030534352,7.9
The NeverEnding Story ,1984,Adventure|Drama|Family|Fantasy,Wolfgang Petersen,Gerald McRaney,Barret Oliver,Alan Oppenheimer,99.0,94.0,249.0,271.0,523.0,54902392.04305284,99557,1560,1.0,284.0,27000000.0,312.0,2.35,21000,17.11134746100564,16.936866710480018,9.49298634009733,11.508495667890843,4.605170185988092,5.652489180268651,9.952325334619427,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11433134.0,1,54902392.04305284,1,54902392.04305284,2.0,69800000.0,7.3206490291061055,7.095540547747888,7.095540547747888,6.831257923439513,6.867728531855955,7.060362686633668,6.725683063192974,6.800916030534352,7.4
