movie_title,title_year,genres,director_name,actor_1_name,actor_2_name,actor_3_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_1_facebook_likes,gross,num_voted_users,cast_total_facebook_likes,facenumber_in_poster,num_user_for_reviews,budget,actor_2_facebook_likes,aspect_ratio,movie_facebook_likes,log_budget,log_gross,gross_to_budget_ratio,log_num_voted_users,log_num_critic_for_reviews,log_num_user_for_reviews,log_movie_facebook_likes,genre_Action,genre_Adventure,genre_Animation,genre_Biography,genre_Comedy,genre_Crime,genre_Documentary,genre_Drama,genre_Family,genre_Fantasy,genre_Film-Noir,genre_History,genre_Horror,genre_Music,genre_Musical,genre_Mystery,genre_Romance,genre_Sci-Fi,genre_Short,genre_Sport,genre_Thriller,genre_War,genre_Western,director_movie_count,director_avg_gross,actor1_movie_count,actor1_avg_gross,actor2_movie_count,actor2_avg_gross,actor3_movie_count,actor3_avg_gross,te_director_name,te_actor_1_name,te_actor_2_name,te_actor_3_name,te_language,te_country,te_content_rating,te_color,imdb_score
Twister ,1996,Action|Adventure|Drama|Thriller,Jan de Bont,Philip Seymour Hoffman,Alan Ruck,Jami Gertz,114.0,113.0,101.0,848.0,22000.0,241688385.0,144053,26239,0.0,395.0,92000000.0,946.0,2.35,0,18.33729914588288,19.303159793215944,2.6270476630434785,11.877943508263211,4.74493212836325,5.981414211254481,0.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,181468265.0,1,241688385.0,3,146201799.33333334,1.0,241688385.0,6.787670413411831,6.608669792517672,6.763548351976965,6.608669792517672,6.795146726862303,6.8024096385542165,6.506924227166186,6.733374083129584,6.3
Last Action Hero ,1993,Action|Adventure|Comedy|Fantasy,John McTiernan,F. Murray Abraham,Tom Noonan,Joan Plowright,80.0,130.0,323.0,330.0,670.0,50016394.0,106528,2407,1.0,257.0,70000000.0,442.0,2.35,0,18.064005814299346,17.727861409644962,0.7145199142857143,11.576172527534057,4.394449154672439,5.552959584921617,0.0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,76438020.66666667,1,50016394.0,1,50016394.0,1.0,50016394.0,7.0348905429174,6.5685385585289175,6.5685385585289175,6.5685385585289175,6.795146726862303,6.8024096385542165,6.506924227166186,6.733374083129584,6.2
All That Jazz ,1979,Comedy|Drama|Music|Musical,Bob Fosse,Roy Scheider,Ben Vereen,Max Wright,84.0,123.0,189.0,87.0,813.0,52071223.35851852,19228,1476,0.0,146.0,19135554.669300225,388.0,1.85,0,15.928235385213377,16.913723530684162,8.311471119932119,9.864174835150587,4.442651256490317,4.990432586778736,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,52071223.35851852,6,181461188.0,1,52071223.35851852,1.0,52071223.35851852,7.064282777484253,7.157385686662486,7.210638302348994,7.210638302348994,6.795146726862303,6.8024096385542165,6.787562189054726,6.733374083129584,7.8
Creepshow ,1982,Comedy|Fantasy|Horror,George A. Romero,Ted Danson,Hal Holbrook,Adrienne Barbeau,127.0,130.0,0.0,602.0,875.0,52071223.35851852,29932,2662,0.0,211.0,8000000.0,826.0,1.85,0,15.894952224644102,16.913723530684162,8.311471119932119,10.306716829702717,4.852030263919617,5.356586274672012,0.0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,6,52071223.35851852,2,52071223.35851852,4,21378000.0,2.0,52071223.35851852,7.104887767914592,6.851504035890082,6.831928820997456,6.851504035890082,6.795146726862303,6.8024096385542165,6.787562189054726,6.733374083129584,6.9
Mission: Impossible ,1996,Action|Adventure|Thriller,Brian De Palma,Tom Cruise,Kristin Scott Thomas,Vanessa Redgrave,154.0,110.0,0.0,898.0,10000.0,180965237.0,300542,12760,0.0,378.0,80000000.0,1000.0,2.35,0,18.197537205138154,19.01381551553651,2.2620654625,12.613346117562239,5.043425116919247,5.937536205082426,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,71040949.6,11,121444821.3,2,129808333.5,2.0,180965237.0,7.0426555315075605,6.864215760759157,7.000449155006002,7.000449155006002,6.795146726862303,6.8024096385542165,6.506924227166186,6.733374083129584,7.1
Batman Returns ,1992,Action,Tim Burton,Michael Gough,Vincent Schiavelli,Andrew Bryniarski,153.0,126.0,13000.0,390.0,920.0,162831698.0,215255,2899,0.0,610.0,80000000.0,811.0,1.85,0,18.197537205138154,18.90822770388114,2.035396225,12.27958329646595,5.0369526024136295,6.415096959171596,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,97891884.16666667,3,199350578.0,1,162831698.0,1.0,162831698.0,7.104887767914592,6.748542818554047,6.889588430438955,6.889588430438955,6.795146726862303,6.8024096385542165,6.506924227166186,6.733374083129584,7.0
Space Jam ,1996,Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi|Sport,Joe Pytka,Bill Murray,Wayne Knight,Michael Jordan,46.0,88.0,30.0,366.0,13000.0,90443603.0,112167,15001,1.0,123.0,80000000.0,967.0,1.77,0,18.197537205138154,18.320237054204128,1.1305450375,11.627753026400967,3.8501476017100584,4.820281565605037,0.0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,90443603.0,8,73458841.5,2,55821801.5,1.0,90443603.0,6.608669792517672,6.986142340980325,6.702558916774163,6.608669792517672,6.795146726862303,6.8024096385542165,6.6824120608016315,6.733374083129584,6.3
Mars Attacks! ,1996,Action|Comedy|Sci-Fi,Tim Burton,Natalie Portman,Martin Short,Lukas Haas,132.0,106.0,13000.0,733.0,20000.0,37754208.0,172217,22590,3.0,405.0,70000000.0,770.0,2.35,0,18.064005814299346,17.446607524132755,0.5393458285714285,12.056516395129652,4.890349128221754,6.0063531596017325,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,97891884.16666667,1,37754208.0,1,37754208.0,2.0,51627104.0,7.104887767914592,6.608669792517672,6.608669792517672,6.830226161730666,6.795146726862303,6.8024096385542165,6.506924227166186,6.733374083129584,6.3
Daylight ,1996,Action|Adventure|Drama|Thriller,Rob Cohen,Sylvester Stallone,Viggo Mortensen,Amy Brenneman,61.0,114.0,357.0,366.0,13000.0,32885565.0,53132,25126,0.0,101.0,80000000.0,10000.0,1.85,0,18.197537205138154,17.308544396064075,0.4110695625,10.880553483124743,4.127134385045092,4.624972813284271,0.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,42101457.5,12,79867465.85714285,3,63261855.0,1.0,32885565.0,6.511058049339409,6.632553578091846,6.823570485668634,6.408013622573899,6.795146726862303,6.8024096385542165,6.506924227166186,6.733374083129584,5.8
The Lion King ,1994,Adventure|Animation|Drama|Family|Musical,Roger Allers,Matthew Broderick,Nathan Lane,Niketa Calame,186.0,73.0,28.0,847.0,2000.0,422783777.0,644348,6458,0.0,656.0,45000000.0,886.0,1.66,17000,17.622173069956816,19.862371443201578,9.395195044444444,13.375995783763754,5.231108616854587,6.48768401848461,9.741027444837728,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,422783777.0,4,187502069.33333334,1,422783777.0,1.0,422783777.0,7.491556940270278,6.974435064753775,7.491556940270278,7.491556940270278,6.795146726862303,6.8024096385542165,7.143709801365663,6.733374083129584,8.5
Independence Day ,1996,Action|Adventure|Sci-Fi,Roland Emmerich,Will Smith,Adam Baldwin,Mary McDonnell,185.0,154.0,776.0,933.0,10000.0,306124059.0,430055,16785,0.0,856.0,75000000.0,2000.0,2.35,16000,18.132998684833918,19.539501002590814,4.08165412,12.971670711748361,5.225746673713202,6.75343791859778,9.680406499268875,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,306124059.0,2,185965541.5,1,306124059.0,1.0,306124059.0,6.849457196450201,6.830226161730666,6.849457196450201,6.849457196450201,6.795146726862303,6.8024096385542165,6.506924227166186,6.733374083129584,6.9
The Rock ,1996,Action|Adventure|Thriller,Michael Bay,Nicolas Cage,Michael Biehn,Bokeem Woodbine,122.0,136.0,0.0,904.0,12000.0,134006721.0,259492,15999,1.0,415.0,75000000.0,2000.0,2.35,51000,18.132998684833918,18.71340052083611,1.78675628,12.46648500627242,4.812184355372417,6.030685260261263,10.839600519357369,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,99906872.5,5,49640066.2,1,134006721.0,1.0,134006721.0,6.9366155325277505,6.7777886710239645,7.050113366393974,7.050113366393974,6.795146726862303,6.8024096385542165,6.787562189054726,6.733374083129584,7.4
First Knight ,1995,Action|Adventure|Romance|Thriller,Jerry Zucker,Julia Ormond,Ben Cross,John Gielgud,53.0,134.0,109.0,249.0,919.0,37600435.0,55350,1695,3.0,180.0,55000000.0,303.0,1.85,0,17.822843761378564,17.442526204037573,0.6836442727272727,10.921450004820915,3.9889840465642745,5.198497031265826,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,127615870.5,1,37600435.0,2,48200217.5,6.0,32400145.0,6.660003168455329,6.448144856562653,6.702558916774164,6.632406499183546,6.795146726862303,6.8024096385542165,6.506924227166186,6.733374083129584,5.9
Braveheart ,1995,Biography|Drama|History|War,Mel Gibson,Mhairi Calvey,Patrick McGoohan,James Robinson,132.0,178.0,0.0,403.0,906.0,75600000.0,736638,1976,1.0,1065.0,72000000.0,466.0,2.35,17000,18.09217669086922,18.140966854377275,1.05,13.509853227559475,4.890349128221754,6.97166860472579,9.741027444837728,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,75600000.0,1,75600000.0,2,56050000.0,1.0,75600000.0,7.451425706281523,7.451425706281523,7.319617267397257,7.451425706281523,6.795146726862303,6.8024096385542165,6.787562189054726,6.733374083129584,8.4
Ransom ,1996,Crime|Thriller,Ron Howard,Lili Taylor,Delroy Lindo,Rene Russo,79.0,139.0,2000.0,808.0,960.0,136448821.0,98989,3667,1.0,158.0,80000000.0,848.0,1.85,1000,18.197537205138154,18.731460171882382,1.7056102625,11.502774113913853,4.382026634673881,5.0689042022202315,6.90875477931522,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,126106711.0,1,136448821.0,3,66086243.0,4.0,76981032.5,6.8085649522457174,6.7290634944839365,6.928609219629056,6.748800178806271,6.795146726862303,6.8024096385542165,6.787562189054726,6.733374083129584,6.6
Hook ,1991,Adventure|Comedy|Family|Fantasy,Steven Spielberg,Robin Williams,Julia Roberts,Bob Hoskins,75.0,142.0,14000.0,5000.0,49000.0,119654900.0,182802,64259,1.0,363.0,70000000.0,8000.0,2.35,13000,18.064005814299346,18.600122332616422,1.7093557142857143,12.116164349246077,4.330733340286331,5.8971538676367405,9.472781556562168,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,210934792.3,5,155197521.0,2,110211478.0,1.0,119654900.0,7.42769762801076,7.097788671023965,6.72383679093358,6.769194728472691,6.795146726862303,6.8024096385542165,6.6824120608016315,6.733374083129584,6.7
Die Hard 2 ,1990,Action|Thriller,Renny Harlin,Bruce Willis,John Amos,Franco Nero,142.0,124.0,212.0,576.0,13000.0,117541000.0,269858,16595,0.0,316.0,70000000.0,982.0,2.35,0,18.064005814299346,18.582297775362303,1.6791571428571428,12.505654879352774,4.962844630259907,5.75890177387728,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,45293766.85714286,6,77365893.83333333,2,117541000.0,2.0,117541000.0,6.5006763055852606,6.956143664795558,6.745114665092998,6.766392539252414,6.795146726862303,6.8024096385542165,6.787562189054726,6.733374083129584,7.1
Wolf ,1994,Drama|Horror|Romance|Thriller,Mike Nichols,David Hyde Pierce,Peter Gerety,Ron Rifkin,59.0,125.0,0.0,184.0,443.0,65012000.0,43559,1439,1.0,137.0,70000000.0,277.0,1.85,0,18.064005814299346,17.990082441586978,0.9287428571428571,10.681894577046897,4.0943445622221,4.927253685157205,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,2,65012000.0,1,65012000.0,1,65012000.0,1.0,65012000.0,6.766392539252415,6.5685385585289175,6.5685385585289175,6.5685385585289175,6.795146726862303,6.8024096385542165,6.787562189054726,6.733374083129584,6.2
The Abyss ,1989,Adventure|Drama|Sci-Fi|Thriller,James Cameron,Michael Biehn,Todd Graff,Mary Elizabeth Mastrantonio,82.0,171.0,0.0,638.0,2000.0,54222000.0,131217,4074,0.0,380.0,69500000.0,650.0,2.35,0,18.05683732492351,17.808597306554848,0.7801726618705036,11.784615341203686,4.418840607796598,5.942799375126701,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,5,105789552.2,5,48824416.4,1,54222000.0,3.0,50405327.333333336,7.387788671023964,7.107788671023965,7.130375834371485,7.183703287818652,6.795146726862303,6.8024096385542165,6.506924227166186,6.733374083129584,7.6
Money Train ,1995,Action|Comedy|Crime|Drama|Thriller,Joseph Ruben,Vincent Pastore,Robert Blake,Aida Turturro,40.0,105.0,29.0,97.0,584.0,35324232.0,32224,1132,1.0,62.0,68000000.0,220.0,2.35,617,18.035018277846262,17.38007977363106,0.519474,10.380497827807389,3.713572066704308,4.143134726391533,6.42648845745769,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,35324232.0,2,21441054.5,2,35324232.0,1.0,35324232.0,6.327751154596388,6.085500566151069,6.808948287571249,6.327751154596388,6.795146726862303,6.8024096385542165,6.787562189054726,6.733374083129584,5.6
Apollo 13 ,1995,Adventure|Drama|History,Ron Howard,Tom Hanks,Miko Hughes,Kathleen Quinlan,159.0,140.0,2000.0,552.0,15000.0,172071312.0,208817,17171,0.0,296.0,62000000.0,968.0,2.35,5000,17.9426449591384,18.963419559315675,2.775343741935484,12.249218338171572,5.075173815233827,5.6937321388027,8.517393171418904,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,126106711.0,7,144513730.42857143,1,172071312.0,2.0,103627552.0,6.8085649522457174,7.176186645140591,7.130375834371485,7.064282777484253,6.795146726862303,6.8024096385542165,6.6824120608016315,6.733374083129584,7.6
Total Recall ,1990,Action|Sci-Fi,Paul Verhoeven,Ronny Cox,Rachel Ticotin,Marshall Bell,196.0,113.0,719.0,217.0,605.0,119412921.0,240241,1441,0.0,391.0,65000000.0,308.0,1.85,0,17.989897843244528,18.598097977522542,1.8371218615384615,12.389402027630885,5.2832037287379885,5.971261839790462,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,86376267.66666667,2,119412921.0,2,119412921.0,3.0,89608614.0,6.688520684862378,7.106838525803087,7.106838525803087,6.8085649522457174,6.795146726862303,6.8024096385542165,6.787562189054726,6.733374083129584,7.5
Cliffhanger ,1993,Action|Adventure|Thriller,Renny Harlin,Sylvester Stallone,Leon,Janine Turner,74.0,124.0,212.0,369.0,13000.0,84049211.0,96096,15229,1.0,172.0,70000000.0,730.0,2.35,0,18.064005814299346,18.246913042403147,1.2007030142857142,11.473113376989318,4.31748811353631,5.153291594497779,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,45293766.85714286,12,79867465.85714285,2,76452737.0,1.0,84049211.0,6.5006763055852606,6.632553578091846,6.745114665092998,6.648801026506427,6.795146726862303,6.8024096385542165,6.787562189054726,6.733374083129584,6.4
Broken Arrow ,1996,Action|Crime|Thriller,John Woo,Delroy Lindo,Samantha Mathis,Bob Gunton,72.0,108.0,610.0,461.0,848.0,70450000.0,77390,2913,2.0,189.0,50000000.0,517.0,2.35,0,17.72753358339242,18.070413810503428,1.409,11.256625773747116,4.290459441148391,5.247024072160486,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,70450000.0,4,36976468.25,2,67725000.0,2.0,49395734.5,6.488276090551407,6.831928820997456,6.638725294295912,7.170672148281339,6.795146726862303,6.8024096385542165,6.787562189054726,6.733374083129584,6.0
Red Dawn ,1984,Action|Drama|War,John Milius,Lea Thompson,Jennifer Grey,William Smith,97.0,114.0,468.0,919.0,1000.0,52071223.35851852,41776,3860,0.0,383.0,16900000.0,1000.0,1.85,0,16.642824239064897,16.913723530684162,8.311471119932119,10.640101227841237,4.584967478670572,5.950642552587727,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,29907537.333333332,5,108268041.25,1,52071223.35851852,1.0,52071223.35851852,6.65379601630206,6.877788671023965,6.648801026506427,6.648801026506427,6.795146726862303,6.8024096385542165,6.506924227166186,6.733374083129584,6.4
The Long Kiss Goodnight ,1996,Action|Crime|Drama|Mystery|Thriller,Renny Harlin,Melina Kanakaredes,Craig Bierko,Yvonne Zima,94.0,121.0,212.0,263.0,394.0,33328051.0,60508,1531,2.0,285.0,65000000.0,380.0,2.35,4000,17.989897843244528,17.321910002731315,0.5127392461538461,11.01054739328579,4.553876891600541,5.655991810819852,8.294299608857235,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,7,45293766.85714286,1,33328051.0,1,33328051.0,1.0,33328051.0,6.5006763055852606,6.769194728472691,6.769194728472691,6.769194728472691,6.795146726862303,6.8024096385542165,6.787562189054726,6.733374083129584,6.7
Hudson Hawk ,1991,Action|Adventure|Comedy,Michael Lehmann,Bruce Willis,James Coburn,Richard E. Grant,60.0,100.0,36.0,554.0,13000.0,17218080.0,43376,15944,0.0,249.0,70000000.0,773.0,1.85,0,18.064005814299346,16.66147061056811,0.24597257142857143,10.677684625696235,4.110873864173311,5.521460917862246,0.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17218080.0,6,77365893.83333333,3,82405181.66666667,1.0,17218080.0,6.367882388585143,6.956143664795558,6.358398949558195,6.367882388585143,6.795146726862303,6.8024096385542165,6.787562189054726,6.733374083129584,5.7
Jurassic Park ,1993,Adventure|Sci-Fi|Thriller,Steven Spielberg,Wayne Knight,Ariana Richards,Bob Peck,308.0,127.0,14000.0,191.0,967.0,356784000.0,613473,2129,0.0,895.0,63000000.0,610.0,1.85,19000,17.958645300228824,19.692641117418137,5.663238095238095,13.326893162446954,5.733341276897746,6.79794041297493,9.852246888342531,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,11,210934792.3,1,356784000.0,2,186725542.0,1.0,356784000.0,7.42769762801076,7.331032004315258,7.149394274121921,7.331032004315258,6.795146726862303,6.8024096385542165,6.506924227166186,6.733374083129584,8.1
Wyatt Earp ,1994,Adventure|Biography|Crime|Drama|Western,Lawrence Kasdan,Dennis Quaid,Catherine O'Hara,Isabella Rossellini,40.0,212.0,759.0,812.0,2000.0,25052000.0,35314,5708,0.0,145.0,63000000.0,925.0,2.35,0,17.958645300228824,17.036464262544413,0.39765079365079364,10.472063081843023,3.713572066704308,4.983606621708336,0.0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,29126000.0,4,32623116.666666668,1,25052000.0,2.0,41737325.0,6.851504035890082,6.903181942875616,6.7290634944839365,6.681281042614746,6.795146726862303,6.8024096385542165,6.506924227166186,6.733374083129584,6.6
Clear and Present Danger ,1994,Action|Crime|Drama|Thriller,Phillip Noyce,Harrison Ford,Dean Jones,Raymond Cruz,42.0,141.0,176.0,672.0,11000.0,122012710.0,69663,14178,1.0,133.0,62000000.0,913.0,2.35,0,17.9426449591384,18.619635785794873,1.967946935483871,11.151438964034273,3.7612001156935624,4.897839799950911,0.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,102650036.5,15,181162476.07692307,1,122012710.0,3.0,59185031.333333336,6.851504035890082,7.5693640381442755,6.849457196450201,6.898598152783221,6.795146726862303,6.8024096385542165,6.506924227166186,6.733374083129584,6.9
