actor_name,actor_movie_count,actor_avg_imdb_score,actor_avg_gross
Kathryn Erbe,3,6.3999999999999995,23108126.17222767
Paz Vega,3,6.3999999999999995,30738867.838894337
Ron Rifkin,3,6.3999999999999995,38540232.83889434
Spencer Treat Clark,3,6.3999999999999995,43216857.0
Tom Cullen,3,6.3999999999999995,212479.33333333334
Vernon Dobtcheff,3,6.3999999999999995,9030289.333333334
Boyd Holbrook,3,6.366666666666667,10924519.666666666
Chad Lindberg,3,6.366666666666667,45688963.666666664
Donald Glover,3,6.366666666666667,85892458.33333333
Lindsay Sloane,3,6.366666666666667,80098970.66666667
Phoebe Cates,3,6.366666666666667,68590094.66666667
Richard T. Jones,3,6.366666666666667,35372622.666666664
T.I.,3,6.366666666666667,111935632.66666667
Adam LeFevre,3,6.333333333333333,5433025.666666667
Brett Cullen,3,6.333333333333333,25913391.666666668
Chelan Simmons,3,6.333333333333333,29774098.333333332
Chris Kattan,3,6.333333333333333,11949623.0
Dylan Walsh,3,6.333333333333333,64347608.333333336
Erick Avari,3,6.333333333333333,82852501.83889434
Jay Chandrasekhar,3,6.333333333333333,14220147.333333334
Jon Polito,3,6.333333333333333,6794081.333333333
Roscoe Lee Browne,3,6.333333333333333,54726075.83889434
Alexis Dziena,3,6.3,34255863.666666664
Ian Somerhalder,3,6.3,14115562.0
Jack Thompson,3,6.3,29340630.505561005
James Gammon,3,6.3,31978851.666666668
Jami Gertz,3,6.3,92746415.33333333
Leigh Whannell,3,6.3,71975226.0
W. Earl Brown,3,6.3,42966140.0
Andy Richter,3,6.266666666666667,115921019.66666667
Anthony Edwards,3,6.266666666666667,11520610.333333334
Ben Chaplin,3,6.266666666666667,14884833.333333334
Isaiah Washington,3,6.266666666666667,14684430.666666666
Luke Bracey,3,6.266666666666667,24975151.333333332
Matt Smith,3,6.266666666666667,49455320.83889434
Miguel Ferrer,3,6.266666666666667,47642136.666666664
Ossie Davis,3,6.266666666666667,36666372.34445535
Roma Maffia,3,6.266666666666667,78700166.0
Tyler Mane,3,6.266666666666667,79470827.17222767
Cliff Robertson,3,6.266666666666666,25039939.505561005
Mircea Monroe,3,6.233333333333334,29394450.838894337
Charlotte Sullivan,3,6.233333333333333,24767854.505561005
Clive Russell,3,6.233333333333333,13555351.0
MyAnna Buring,3,6.233333333333333,24586280.505561005
Austin Nichols,3,6.2,35733776.17222767
Ben Feldman,3,6.2,39159797.333333336
Caroline Dhavernas,3,6.2,41070579.34445535
Chelcie Ross,3,6.2,22255785.333333332
Christopher Guest,3,6.2,25423336.17222767
Clu Gulager,3,6.2,26375545.505561005
Mitch Pileggi,3,6.2,35501948.666666664
Matthew Ziff,3,6.199999999999999,31850002.344455346
Ann-Margret,3,6.166666666666667,71961273.17222767
Douglas Smith,3,6.166666666666667,40649294.67778868
Elena Anaya,3,6.166666666666667,19734832.83889434
Jon Seda,3,6.166666666666667,19101759.0
Kevin Gage,3,6.166666666666667,19870594.172227673
Lily Cole,3,6.166666666666667,18828162.172227673
Eduardo Verástegui,3,6.133333333333333,28271839.333333332
Gedde Watanabe,3,6.133333333333333,29412109.0
Kari Matchett,3,6.133333333333333,25336978.505561005
Leven Rambin,3,6.133333333333333,40762684.83889434
Romola Garai,3,6.133333333333333,5403649.666666667
Holt McCallany,3,6.1000000000000005,36909959.0
Kip Pardue,3,6.1000000000000005,1958123.3333333333
Lauren Holly,3,6.1000000000000005,53351648.0
Lisa Edelstein,3,6.1000000000000005,107996769.33333333
Rick Yune,3,6.1000000000000005,63396001.333333336
Brian Thompson,3,6.066666666666666,41881585.333333336
Enrico Colantoni,3,6.066666666666666,41323968.0
Gary Dourdan,3,6.066666666666666,30386080.333333332
Kirstie Alley,3,6.066666666666666,45729291.505561
Iben Hjejle,3,6.033333333333334,16854587.172227673
Konstantin Khabenskiy,3,6.033333333333334,32313583.344455346
Mika Boorem,3,6.033333333333334,38310736.666666664
Tracey Walter,3,6.033333333333334,22071562.172227673
Óscar Jaenada,3,6.033333333333334,27178149.666666668
Alessandro Nivola,3,6.0,72890896.0
Bernadette Peters,3,6.0,51250367.677788675
Bill Nunn,3,6.0,19943485.0
Chandler Canterbury,3,6.0,35557780.333333336
Elaine Stritch,3,6.0,58892929.666666664
Ernie Reyes Jr.,3,6.0,42315169.505561
Linda Fiorentino,3,6.0,88744744.66666667
Richard Burgi,3,6.0,49841009.0
Angus T. Jones,3,5.966666666666666,80498585.33333333
Brendan Fehr,3,5.966666666666666,20043754.333333332
María Valverde,3,5.966666666666666,59246908.83889434
Mehcad Brooks,3,5.966666666666666,37296847.505561
Neil Maskell,3,5.966666666666666,1999368.3333333333
Rhys Wakefield,3,5.966666666666666,36962486.666666664
Robert John Burke,3,5.966666666666666,22752741.666666668
Wendi McLendon-Covey,3,5.966666666666666,65660056.333333336
Tika Sumpter,3,5.933333333333334,72394600.0
Tim Daly,3,5.933333333333334,20508120.333333332
Tisha Campbell-Martin,3,5.933333333333334,24191488.0
Gina Holden,3,5.8999999999999995,49165180.83889434
Luke Newberry,3,5.8999999999999995,12466377.666666666
Patrick Kilpatrick,3,5.8999999999999995,38906096.83889434
Isabelle Adjani,3,5.866666666666667,21485181.83889434
Jenna Fischer,3,5.866666666666667,16768837.0
Katie Aselton,3,5.866666666666667,18458183.505561005
Michael Lerner,3,5.866666666666667,28192634.505561005
Derek Mears,3,5.833333333333333,42325886.333333336
Kelly Lynch,3,5.833333333333333,59375479.0
Robert Pine,3,5.833333333333333,48283082.505561
Mary-Kate Olsen,3,5.8,14650102.0
Paulo Costanzo,3,5.8,40239407.0
Thomas McDonell,3,5.8,14849645.333333334
Adam Arkin,3,5.766666666666667,16845014.333333332
Bella Heathcote,3,5.766666666666667,19988251.505561005
Diahann Carroll,3,5.766666666666667,8023047.333333333
Jenny Agutter,3,5.766666666666667,33742747.17222767
Kim Shaw,3,5.766666666666667,36297148.505561
Paris Hilton,3,5.766666666666667,21412620.666666668
Rita Wilson,3,5.766666666666667,25407685.505561005
Troy Evans,3,5.766666666666667,50419517.0
Vernon Wells,3,5.766666666666667,34818761.34445535
Gillian Jacobs,3,5.766666666666666,16299131.333333334
Jason Priestley,3,5.733333333333333,22242634.83889434
Lara Flynn Boyle,3,5.733333333333333,62031830.505561
Scout Taylor-Compton,3,5.733333333333333,12364255.666666666
Ingrid Bolsø Berdal,3,5.7,48818342.666666664
James Wolk,3,5.7,24882799.505561005
John Aylward,3,5.7,28846795.0
Michael Winslow,3,5.7,39815243.333333336
Riley Smith,3,5.7,27854118.0
Joaquim de Almeida,3,5.666666666666667,20042769.0
Lee Majors,3,5.666666666666667,20871821.0
Marc John Jefferies,3,5.666666666666667,45225589.333333336
Andrew Fiscella,3,5.633333333333333,38049019.666666664
Amanda Detmer,3,5.6000000000000005,38527753.666666664
Henry Rollins,3,5.6000000000000005,77949965.67778867
Héctor Jiménez,3,5.6000000000000005,27805472.333333332
Linda Kozlowski,3,5.6000000000000005,103177109.66666667
Martin Donovan,3,5.6000000000000005,21436118.333333332
Abhishek Bachchan,3,5.566666666666666,287761.6666666667
Danneel Ackles,3,5.566666666666666,37622905.0
Mariah Carey,3,5.566666666666666,33115763.333333332
Veronica Cartwright,3,5.566666666666666,28784809.333333332
Jim Carter,3,5.533333333333334,26833718.0
Liza Minnelli,3,5.533333333333334,63594070.01112201
Tony Jay,3,5.533333333333334,57892781.0
Clifton Powell,3,5.5,4383328.333333333
Keshia Knight Pulliam,3,5.5,53265117.0
Vanessa Ferlito,3,5.5,67909635.33333333
Indira Varma,3,5.466666666666666,5520454.0
Joanne Whalley,3,5.466666666666666,36418342.67778868
Luke Perry,3,5.466666666666666,31826761.67778868
Paige Turco,3,5.466666666666666,50126458.0
Ryan Guzman,3,5.466666666666666,39389842.83889434
Sandrine Holt,3,5.466666666666666,25640317.0
Dyan Cannon,3,5.3999999999999995,24472910.333333332
Greg Grunberg,3,5.3999999999999995,51748292.505561
Justin Kirk,3,5.366666666666667,15916595.505561007
Greg Germann,3,5.333333333333333,14232972.0
Alice Greczyn,3,5.3,45593908.333333336
Mara Wilson,3,5.3,81076846.0
Nolan Gerard Funk,3,5.3,24551627.333333332
Caleb Landry Jones,3,5.266666666666667,29634348.505561005
Camryn Manheim,3,5.266666666666667,27245059.505561005
Anika Noni Rose,3,5.233333333333333,70878203.66666667
Lynn Whitfield,3,5.233333333333333,23443551.0
Nora Dunn,3,5.233333333333333,21922089.172227673
Brooke Shields,3,5.2,21798813.505561005
Raven-Symoné,3,5.2,117418873.33333333
Spencer Breslin,3,5.2,62118800.333333336
Ned Bellamy,3,5.133333333333334,7231171.666666667
Drew Waters,3,5.1000000000000005,16864050.83889434
Bipasha Basu,3,5.066666666666666,32005657.344455346
Jeffrey Combs,3,5.066666666666666,18061907.333333332
Johnny Lewis,3,5.066666666666666,24081776.666666668
Monica Calhoun,3,5.066666666666666,7789033.0
Shad Moss,3,5.066666666666666,24422397.333333332
Bryan Callen,3,5.0,76835283.50556101
Mike Dopud,3,5.0,20133664.666666668
Christopher Heyerdahl,3,4.8999999999999995,45217327.677788675
Jenny McCarthy,3,4.8999999999999995,53952786.17222767
Daniella Alonso,3,4.866666666666666,46522056.83889434
Maria Conchita Alonso,3,4.866666666666666,30658326.17222767
Bashar Rahal,3,4.833333333333333,19524669.83889434
Marsha Thomason,3,4.733333333333333,42187457.666666664
Kari Wuhrer,3,4.7,27199596.333333332
Paul Freeman,3,4.7,5168082.666666667
Talisa Soto,3,4.633333333333333,28296421.0
Samaire Armstrong,3,4.533333333333333,29376558.17222767
Jacqueline Bisset,3,4.3999999999999995,16187547.172227673
Jessica Lowndes,3,4.3999999999999995,36267816.67778868
Michael Paré,3,4.1000000000000005,32334424.344455346
Wesley Jonathan,3,3.1666666666666665,34154313.67778868
Scatman Crothers,2,8.55,79863318.2583415
Lee J. Cobb,2,8.45,126145818.2583415
Gloria Foster,2,8.399999999999999,85697845.5
Noam Chomsky,2,8.3,23875221.75834151
Vera Miles,2,8.3,39863318.258341506
Donna Reed,2,8.2,47726636.51668302
Jean Arthur,2,8.1,47726636.51668302
Joe Flaherty,2,8.1,47726636.51668302
Seu Jorge,2,8.1,27645016.75834151
Hye-jeong Kang,2,8.05,1196478.5
Jim Meskimen,2,8.05,31334939.0
Ricardo Darín,2,8.05,10694342.5
Jean-Louis Trintignant,2,8.0,23976006.75834151
Patrick McGoohan,2,8.0,56050000.0
Martina Gedeck,2,7.95,5880463.5
Lloyd Bridges,2,7.949999999999999,65563318.258341506
Maribel Verdú,2,7.949999999999999,25622738.0
Ringo Starr,2,7.949999999999999,418478.5
Adriana Barraza,2,7.9,2742123.0
Humphrey Bogart,2,7.9,47726636.51668302
Jacques Perrin,2,7.9,15084292.0
Julie Christie,2,7.9,58068267.5
Paul Scofield,2,7.9,47726636.51668302
Ulrich Mühe,2,7.9,5779478.0
Amrish Puri,2,7.85,113798453.7583415
Khalid Abdalla,2,7.85,31762271.75834151
Lola Dueñas,2,7.85,7493023.5
Oksana Akinshina,2,7.85,88115392.5
Bill Melendez,2,7.800000000000001,88950766.7583415
Belén Rueda,2,7.8,4622746.0
Bob Dylan,2,7.8,24024294.25834151
Helen McCrory,2,7.8,162679690.0
Sergi López,2,7.8,22867251.5
Tabu,2,7.8,69272941.0
Aldis Hodge,2,7.75,130520885.0
Billie Whitelaw,2,7.75,35672711.258341506
Burghart Klaußner,2,7.75,3143253.0
Fernanda Montenegro,2,7.75,26661032.25834151
Ginger Rogers,2,7.75,2650000.0
Keenan Wynn,2,7.75,27863318.25834151
Louise Lasser,2,7.75,25667957.25834151
Isabelle Nanty,2,7.7,16950830.5
James Karen,2,7.7,103217068.0
Richard Beymer,2,7.699999999999999,45688318.258341506
Teresa Wright,2,7.699999999999999,35688318.258341506
Vidya Balan,2,7.699999999999999,23962932.25834151
L.Q. Jones,2,7.65,47726636.51668302
William Katt,2,7.65,24355988.75834151
Claudette Colbert,2,7.6499999999999995,47726636.51668302
Ajay Naidu,2,7.6,13173301.5
Brian O'Halloran,2,7.6,13644988.5
Casey Siemaszko,2,7.6,27142610.5
Dana Andrews,2,7.6,35688318.258341506
Jeffrey Weissman,2,7.6,103083314.5
John Forsythe,2,7.6,47726636.51668302
Kim Hunter,2,7.6,47726636.51668302
Tom Guiry,2,7.6,68930913.7583415
Albert Dupontel,2,7.550000000000001,3460659.0
Bo Huang,2,7.550000000000001,47726636.51668302
Jim Varney,2,7.550000000000001,137916636.0
Yeardley Smith,2,7.550000000000001,165384922.0
Zheng Xu,2,7.550000000000001,47726636.51668302
Anthony Heald,2,7.55,83505252.0
Dick Clark,2,7.55,34485774.758341506
Eddie Albert,2,7.55,47726636.51668302
Rapulana Seiphemo,2,7.55,1458660.5
Sean Young,2,7.55,49608500.0
David Clennon,2,7.5,7441419.0
Deborah Kerr,2,7.5,47726636.51668302
Eugenio Derbez,2,7.5,28522808.5
Liv Ullmann,2,7.5,47726636.51668302
Sheryl Crow,2,7.5,2560016.5
Suraj Sharma,2,7.5,80712296.5
Alan Van Sprang,2,7.45,7264088.0
André Dussollier,2,7.45,3714367.0
Bérénice Bejo,2,7.45,50375530.5
Jean-Paul Belmondo,2,7.45,23876764.75834151
Jeanne Moreau,2,7.45,56715024.258341506
Jennifer Saunders,2,7.45,255875547.0
Jess Harnell,2,7.45,170353096.25834152
Jessica Tandy,2,7.45,77159966.2583415
Josh Hamilton,2,7.45,61248039.5
Lillian Gish,2,7.45,34063318.258341506
Luis Tosar,2,7.45,23936519.25834151
Shirley Jones,2,7.45,26907442.75834151
Bruno Kirby,2,7.449999999999999,108372985.0
Lisa Bonet,2,7.449999999999999,69410750.0
Sharon Small,2,7.449999999999999,20953773.0
Ben Vereen,2,7.4,47726636.51668302
Danny Webb,2,7.4,6351681.5
Elaine Bromka,2,7.4,47726636.51668302
Gordon Pinsent,2,7.4,24260881.25834151
James Duval,2,7.4,436711.5
Nina Arianda,2,7.4,52271649.258341506
Oona Laurence,2,7.4,50072769.258341506
Steve Whitmire,2,7.4,57953714.5
Topol,2,7.4,56150000.0
Warren Oates,2,7.4,23870754.75834151
David Kross,2,7.35,26639474.0
Gary Cooper,2,7.35,47726636.51668302
Karin Viard,2,7.35,23948978.25834151
Paul Michael Glaser,2,7.35,87295480.0
Paz de la Huerta,2,7.35,20781768.0
Phil Davis,2,7.35,10356957.0
Steven Berkoff,2,7.35,57813318.258341506
Susannah York,2,7.35,47726636.51668302
Wei Zhao,2,7.35,557840.5
Ye Liu,2,7.35,3342708.5
Alison Doody,2,7.300000000000001,123735903.0
Bill Erwin,2,7.3,47909741.258341506
Burgess Meredith,2,7.3,82480941.7583415
Dana Delany,2,7.3,28802532.5
David Huddleston,2,7.3,83613318.2583415
Dreama Walker,2,7.3,74202188.5
Elaine Cassidy,2,7.3,48645848.5
Ian Richardson,2,7.3,16324376.5
Olympia Dukakis,2,7.3,48737163.0
Pedro Armendáriz Jr.,2,7.3,12558011.0
Romain Duris,2,7.3,2264970.5
Sean Michael Afable,2,7.3,11292499.0
Bill Maher,2,7.25,6824647.0
David Wayne,2,7.25,47726636.51668302
Don Ameche,2,7.25,69063318.2583415
Graham McTavish,2,7.25,68631810.0
Kwok-Kwan Chan,2,7.25,1307691.5
Lindsay Duncan,2,7.25,29448030.5
Michael Gaston,2,7.25,27617715.0
Michael Lonsdale,2,7.25,22779811.0
Nancy Allen,2,7.25,39812818.258341506
Nathaniel Parker,2,7.25,19196916.5
Neil Brown Jr.,2,7.25,92938781.0
Paul Anderson,2,7.25,94348221.5
Shaun Parkes,2,7.25,8806463.5
Susan Blommaert,2,7.25,15745694.5
Brenda Vaccaro,2,7.2,25425192.75834151
Chase Ellison,2,7.2,5903682.0
Christopher Judge,2,7.2,47726636.51668302
Cyril Raffaelli,2,7.2,67859295.0
Evan Parke,2,7.2,218051260.0
Jane Goodall,2,7.2,23877934.75834151
Jesse Borrego,2,7.2,20581218.5
Nicole Ari Parker,2,7.2,14181231.5
Paul Lukas,2,7.2,47726636.51668302
Ranbir Kapoor,2,7.2,25777051.25834151
Robert J. Wilke,2,7.2,47726636.51668302
Todd Allen,2,7.2,26966742.5
Tom Hulce,2,7.2,65885073.0
Clifton James,2,7.199999999999999,24334981.5
Edgar Arreola,2,7.199999999999999,44763735.5
George Sanders,2,7.199999999999999,47726636.51668302
Jeff Anderson,2,7.199999999999999,17301947.5
John Enos III,2,7.199999999999999,23502898.0
Lubna Azabal,2,7.199999999999999,3806774.0
Riz Ahmed,2,7.199999999999999,54412986.0
Romane Bohringer,2,7.199999999999999,38828741.0
Ruth Sheen,2,7.199999999999999,2035717.5
Shaun Toub,2,7.199999999999999,26707927.0
Anita Mui,2,7.15,21940201.5
Chen Chang,2,7.15,64340682.0
Christian Camargo,2,7.15,25434338.5
Dallas Roberts,2,7.15,59809790.0
Eddie Rouse,2,7.15,5283939.0
Herbert Lom,2,7.15,47726636.51668302
Judith Anderson,2,7.15,47726636.51668302
Kad Merad,2,7.15,47726636.51668302
Kayvan Novak,2,7.15,25559712.5
Melinda Dillon,2,7.15,101543799.5
Rob McElhenney,2,7.15,2053687.0
Robert Mitchum,2,7.15,69714279.0
Tim DeKay,2,7.15,552590.0
Angela Sarafyan,2,7.1,24855689.75834151
Bono,2,7.1,35173225.0
Daniel Henney,2,7.1,111249077.0
Dennis Franz,2,7.1,47726636.51668302
Emilia Clarke,2,7.1,72943064.5
Emily Ratajkowski,2,7.1,85662703.0
Finn Wittrock,2,7.1,58924990.0
Gary Stretch,2,7.1,23656781.5
Jean Marsh,2,7.1,47726636.51668302
John Cassavetes,2,7.1,47726636.51668302
Kate Capshaw,2,7.1,112757737.5
Katrina Kaif,2,7.1,2127273.0
Lesley Ann Warren,2,7.1,3619919.5
Manny Perez,2,7.1,23918318.25834151
Michael Bowen,2,7.1,56033979.5
Michael Chernus,2,7.1,53971030.5
Simon Yam,2,7.1,23888024.75834151
Woo-sung Jung,2,7.1,23927561.25834151
David Proval,2,7.050000000000001,23879640.75834151
Judy Marte,2,7.050000000000001,24900310.25834151
Matt Price,2,7.050000000000001,26448893.0
Patti LuPone,2,7.050000000000001,53316574.0
Robert Peters,2,7.050000000000001,24740477.75834151
Sandrine Kiberlain,2,7.050000000000001,23966518.25834151
Zinedine Soualem,2,7.050000000000001,1083154.0
Anders Holm,2,7.05,26915905.75834151
Annette Badland,2,7.05,26160818.25834151
Dan Hicks,2,7.05,3048055.0
Debbie Harry,2,7.05,24068438.75834151
Donna Murphy,2,7.05,100824234.0
Ellen Sandweiss,2,7.05,50983246.258341506
Juliet Stevenson,2,7.05,27732842.75834151
Maïwenn,2,7.05,1908379.0
Pablo Rosso,2,7.05,23876830.25834151
Bill Bailey,2,7.0,26307118.0
Bingbing Fan,2,7.0,47726636.51668302
Brendan Coyle,2,7.0,28077461.0
Burt Kwouk,2,7.0,45413318.258341506
Cara Seymour,2,7.0,225260.0
David Gulpilil,2,7.0,90400214.5
Eric Schweig,2,7.0,36747572.0
Fred Armisen,2,7.0,31960191.0
Hakeem Kae-Kazim,2,7.0,24468690.0
Holmes Osborne,2,7.0,22844367.5
Howard Keel,2,7.0,27863318.25834151
Jerry Ferrara,2,7.0,62734058.0
Phyllis Smith,2,7.0,228373611.5
Robert Clohessy,2,7.0,21472292.0
Roberts Blossom,2,7.0,13505061.0
Ruth Wilson,2,7.0,86294835.5
Sonja Sohn,2,7.0,8811212.0
Steven Michael Quezada,2,7.0,24664551.25834151
Tammy Blanchard,2,7.0,5178013.0
Bill Fagerbakke,2,6.95,92767106.0
David Fine,2,6.95,15277274.5
Dax Flame,2,6.95,96585969.5
Gerard McSorley,2,6.95,1194885.0
Harold Ramis,2,6.95,117017112.5
Mía Maestro,2,6.95,995717.5
Preity Zinta,2,6.95,3098590.5
Samuel West,2,6.95,13018291.0
Stanley B. Herman,2,6.95,25471803.25834151
Willow Smith,2,6.95,137020708.5
Daniel Kaluuya,2,6.949999999999999,27502461.5
Elliott Gould,2,6.949999999999999,105228969.0
Emir Kusturica,2,6.949999999999999,3288088.5
Iddo Goldberg,2,6.949999999999999,4947317.5
John Ireland,2,6.949999999999999,47726636.51668302
Laura Harris,2,6.949999999999999,8822684.0
Ryan Corr,2,6.949999999999999,40706357.0
Alex Jennings,2,6.9,37372056.5
Alfie Allen,2,6.9,49324187.258341506
Antony Starr,2,6.9,31642279.5
Ava Gardner,2,6.9,47726636.51668302
Brian Steele,2,6.9,67394887.0
Charlie Tahan,2,6.9,32270910.5
Deborah Mailman,2,6.9,3137729.0
Gina McKee,2,6.9,968099.5
Harry Treadaway,2,6.9,4122376.5
John Abraham,2,6.9,3249150.0
John Gallagher Jr.,2,6.9,35971855.0
Katharine Ross,2,6.9,51190402.0
Khamani Griffin,2,6.9,111597129.5
Larry Fessenden,2,6.9,301245.5
Lorraine Stanley,2,6.9,23866230.25834151
Lucy,2,6.9,556147.0
Matt Malloy,2,6.9,34823435.0
Michael Jordan,2,6.9,54542960.5
Michael Raymond-James,2,6.9,18473611.0
Misha Gabriel Hamilton,2,6.9,53450878.0
Stephanie Leonidas,2,6.9,630497.0
Stephen Henderson,2,6.9,15928352.0
Tim McInnerny,2,6.9,11957543.5
Vic Morrow,2,6.9,38613318.258341506
Will Oldham,2,6.9,556147.0
Jacob Tremblay,2,6.8500000000000005,42847719.0
Alex Karpovsky,2,6.85,30470445.75834151
Benoît Magimel,2,6.85,182730.0
Bruce Altman,2,6.85,33966038.5
Clarke Peters,2,6.85,71383681.5
Clemens Schick,2,6.85,25708521.5
Craig Bierko,2,6.85,24414025.5
Fran Drescher,2,6.85,87924864.5
Gerry Bednob,2,6.85,70348121.5
Hana Mae Lee,2,6.85,124217374.0
Herbert Russell,2,6.85,53984503.0
Janet McTeer,2,6.85,1162331.5
Jayne Eastwood,2,6.85,86555678.0
Joanna Lumley,2,6.85,38125642.5
Mike White,2,6.85,41154222.5
Naseeruddin Shah,2,6.85,30801805.25834151
Paul Sanchez,2,6.85,116838464.5
Roger Willie,2,6.85,31578845.5
Ron Howard,2,6.85,64298455.5
Antoni Corone,2,6.800000000000001,15918383.5
Carla Gallo,2,6.800000000000001,75583395.5
Charlie McDermott,2,6.800000000000001,26361230.0
Greg Nicotero,2,6.800000000000001,44752100.258341506
Matthew Lawrence,2,6.800000000000001,109626083.0
Paul Dooley,2,6.800000000000001,65439099.5
Shannen Fields,2,6.800000000000001,28950649.75834151
Eddie Jemison,2,6.8,26374952.0
Franky G,2,6.8,24391369.25834151
Jan Cornet,2,6.8,42300690.758341506
Jeremy Crutchley,2,6.8,17541660.0
Pauline McLynn,2,6.8,6556869.0
Peter Jason,2,6.8,33071408.0
Robert Blake,2,6.8,41525434.258341506
Spring Byington,2,6.8,47726636.51668302
Billy West,2,6.75,93151979.5
Clayne Crawford,2,6.75,5107466.0
Don McKellar,2,6.75,1604699.5
Eric Johnson,2,6.75,2686146.5
Esther Williams,2,6.75,47726636.51668302
Jamie Foreman,2,6.75,9810263.5
Larry Bagby,2,6.75,20412491.5
Marc Donato,2,6.75,32036379.25834151
Polly Walker,2,6.75,78173021.0
Robert Pralgo,2,6.75,1960077.0
Sara Forestier,2,6.75,458742.5
Virginie Ledoyen,2,6.75,21066163.5
Al Leong,2,6.7,34992519.5
Amr Waked,2,6.7,88681056.5
Andrew Keegan,2,6.7,27096755.5
Ashraf Barhom,2,6.7,687146.0
Cesar Romero,2,6.7,47726636.51668302
Cherry Jones,2,6.7,114462004.5
Connor Paolo,2,6.7,210644.5
Constance Marie,2,6.7,92328787.5
JJ Feild,2,6.7,1224347.5
Jim Parsons,2,6.7,90466053.5
Michael Kitchen,2,6.7,59849465.5
Michael Parks,2,6.7,34014951.5
Philippe Nahon,2,6.7,449786.5
Piper Laurie,2,6.7,23871973.75834151
Rob Huebel,2,6.7,4856930.0
Scott Grimes,2,6.7,57053939.0
Tamara Tunie,2,6.7,22267590.5
Anthony Reynolds,2,6.699999999999999,205253180.5
Damián Alcázar,2,6.699999999999999,73661819.5
Jim Parrack,2,6.699999999999999,84629772.5
John Mahoney,2,6.699999999999999,6159294.0
Joseph Sikora,2,6.699999999999999,78448062.5
Tom Bower,2,6.699999999999999,10162834.5
William Lucking,2,6.699999999999999,25004425.0
Allison Tolman,2,6.65,43181910.5
Andrew Bujalski,2,6.65,47726636.51668302
Ben Miles,2,6.65,19388158.5
Christopher Denham,2,6.65,24066125.25834151
Diana Scarwid,2,6.65,23922651.25834151
Essie Davis,2,6.65,94405710.5
Hal Landon Jr.,2,6.65,24040670.25834151
Honor Blackman,2,6.65,49413318.258341506
Ian McNeice,2,6.65,24856961.75834151
Ione Skye,2,6.65,23335534.5
Isaac Hempstead Wright,2,6.65,49267137.758341506
Jack McGee,2,6.65,46802700.5
Jamel Debbouze,2,6.65,40464148.758341506
James Russo,2,6.65,122657924.0
Joe Cole,2,6.65,25472832.75834151
Justin Rice,2,6.65,47726636.51668302
Karan Brar,2,6.65,80254228.5
Kate Dollenmayer,2,6.65,47726636.51668302
Katherine Waterston,2,6.65,27909977.25834151
Kathryn Morris,2,6.65,1657003.5
Keri Lynn Pratt,2,6.65,13505121.0
Kiersey Clemons,2,6.65,36382961.0
Laurel Holloman,2,6.65,1254867.0
Mackenzie Gray,2,6.65,25573301.75834151
Melissa McMeekin,2,6.65,51892908.0
Paul Gross,2,6.65,5870585.5
Paul Winfield,2,6.65,43063318.258341506
Robert Maillet,2,6.65,114652503.5
Shaun Evans,2,6.65,4311468.0
Shirley Knight,2,6.65,85841003.0
Wendy Crewson,2,6.65,64660081.758341506
Billy Drago,2,6.6,61998545.258341506
Charlyne Yi,2,6.6,108128805.0
Donald Sumpter,2,6.6,40646005.758341506
Ed Skrein,2,6.6,189526064.5
Edouard Baer,2,6.6,305024.5
Erin Bethea,2,6.6,21813071.0
Evan Ross,2,6.6,25985395.75834151
Georgia Groome,2,6.6,47726636.51668302
James Biberi,2,6.6,9018929.5
Kate Walsh,2,6.6,28953325.0
Katherine LaNasa,2,6.6,43540135.0
Ki Hong Lee,2,6.6,92050596.5
Liam James,2,6.6,93806632.5
Matt Gerald,2,6.6,14023928.0
Mykelti Williamson,2,6.6,69748583.0
Ophelia Lovibond,2,6.6,34831703.5
Peter Hermann,2,6.6,18856137.5
Priscilla Presley,2,6.6,69019905.5
Qi Shu,2,6.6,12955001.5
Riley Thomas Stewart,2,6.6,30700778.0
Shane Rangi,2,6.6,198046734.5
Tadanobu Asano,2,6.6,35437401.5
Tiffany Dupont,2,6.6,8369306.5
Wood Harris,2,6.6,11987212.5
Ben Cross,2,6.550000000000001,48200217.5
Bjørn Sundquist,2,6.550000000000001,23884172.75834151
Fares Fares,2,6.550000000000001,697502.5
Matthew Daddario,2,6.550000000000001,30393890.0
Max Casella,2,6.550000000000001,21807127.5
Michael Irby,2,6.550000000000001,53957533.0
Phylicia Rashad,2,6.550000000000001,72361538.5
Tristan Mack Wilds,2,6.550000000000001,26285281.0
Amber Stevens West,2,6.55,127055606.5
Amy Madigan,2,6.55,28161775.25834151
Augustus Prew,2,6.55,29944332.5
Ben Schwartz,2,6.55,65375768.258341506
Dee Bradley Baker,2,6.55,35177851.5
Eric Winter,2,6.55,63501290.0
Kimberly Williams-Paisley,2,6.55,45629465.258341506
Mark L. Young,2,6.55,75249121.5
Mem Ferda,2,6.55,24541839.25834151
Michelle Nolden,2,6.55,55569057.258341506
Ana de la Reguera,2,6.5,65174306.0
Christian Clavier,2,6.5,423036.0
Dominique McElligott,2,6.5,106106.5
Ebon Moss-Bachrach,2,6.5,26198680.5
Gina Lollobrigida,2,6.5,47726636.51668302
Heather Langenkamp,2,6.5,31441690.5
Honglei Sun,2,6.5,2946154.5
Jean-Hugues Anglade,2,6.5,24072794.75834151
John Neville,2,6.5,1202416.0
