actor_name,actor_movie_count,actor_avg_imdb_score,actor_avg_gross
Ewen Bremner,7,7.085714285714286,36327963.428571425
Albert Finney,7,7.071428571428571,111237618.50238328
Martin Short,7,7.057142857142857,84750811.216669
Hayley Atwell,7,7.042857142857143,125614327.07381186
Andrew Garfield,7,6.957142857142857,90661243.216669
Julia Ormond,7,6.885714285714286,38337567.85714286
Rory Culkin,7,6.871428571428572,35839350.28571428
Henry Cavill,7,6.828571428571428,120932971.28571428
Derek Jacobi,7,6.814285714285715,79371912.07857844
Michael Jeter,7,6.8,59539835.571428575
Peter Boyle,7,6.785714285714286,76293043.71905228
Catherine Deneuve,7,6.757142857142857,5680128.714285715
Eddie Redmayne,7,6.757142857142857,37664483.85714286
Peter Gallagher,7,6.742857142857143,53909850.71428572
Reg E. Cathey,7,6.728571428571429,53862878.93095472
Stephen Graham,7,6.728571428571429,57700132.216669
Kurtwood Smith,7,6.671428571428572,37113365.28571428
Monica Potter,7,6.671428571428572,58458664.71428572
Kevin Corrigan,7,6.642857142857143,31978657.433338005
Gretchen Mol,7,6.614285714285714,14023253.42857143
John Gielgud,7,6.614285714285714,38627619.221435584
Kevin McNally,7,6.614285714285714,24759850.57142857
Sarah Silverman,7,6.571428571428571,73183236.57142857
Bridget Fonda,7,6.542857142857143,26971468.85714286
Chris Penn,7,6.542857142857143,32894775.85714286
Judge Reinhold,7,6.542857142857143,117399391.93095471
Nate Parker,7,6.542857142857143,35631691.07381186
Nichelle Nichols,7,6.528571428571429,79794695.57142857
Sela Ward,7,6.528571428571429,101228321.85714285
Deborah Kara Unger,7,6.5,45394330.85714286
Sophie Okonedo,7,6.5,32693177.0
Stephen McHattie,7,6.5,36390708.79286415
Scoot McNairy,7,6.471428571428571,51065877.14285714
Edgar Ramírez,7,6.457142857142857,71457640.07381186
Mike Vogel,7,6.442857142857143,56255959.28571428
Tyler Labine,7,6.442857142857142,78297792.57142857
George Carlin,7,6.428571428571429,66971473.428571425
Alison Lohman,7,6.3999999999999995,22176344.285714287
RZA,7,6.3999999999999995,52581080.571428575
Noel Gugliemi,7,6.385714285714286,41858490.004766576
Rainn Wilson,7,6.385714285714286,75329477.14285715
CCH Pounder,7,6.357142857142857,149159661.57142857
Stacy Keach,7,6.357142857142857,44813015.50714987
Curtis Armstrong,7,6.328571428571428,23692953.42857143
Robert Pattinson,7,6.314285714285715,221314029.14285713
Clint Howard,7,6.3,78357705.42857143
Daniel von Bargen,7,6.3,47356978.14285714
Dorian Missick,7,6.3,58996241.216669
Paul Guilfoyle,7,6.285714285714286,27175244.57142857
Lena Olin,7,6.242857142857143,27825335.714285713
Thomas F. Wilson,7,6.242857142857143,70046378.0
Daniel Roebuck,7,6.228571428571429,51433326.93095471
David Carradine,7,6.228571428571429,33021703.86190943
Kevin Sussman,7,6.214285714285714,58323410.571428575
Timothy Hutton,7,6.171428571428572,36468345.07381186
Mary Lynn Rajskub,7,6.128571428571428,60383613.428571425
Debra Messing,7,6.114285714285714,45490983.216669
Blair Underwood,7,6.085714285714286,28227358.359526146
Lea Thompson,7,6.085714285714286,77503388.57619515
Sean Pertwee,7,6.028571428571429,20311131.86190943
Eddie Izzard,7,6.014285714285714,36216845.85714286
Mark Webber,7,6.014285714285714,18604498.216669
James Corden,7,5.985714285714286,28867797.86190943
Linda Cardellini,7,5.985714285714286,72037625.57142857
Snoop Dogg,7,5.985714285714286,52840549.93095471
Amber Valletta,7,5.957142857142857,52526628.28571428
Eddie Cibrian,7,5.914285714285714,21654714.0
Jason Ritter,7,5.885714285714286,31268047.71905229
Scott Porter,7,5.8428571428571425,32439726.0
Laz Alonso,7,5.828571428571428,27861236.216669
Roger Rees,7,5.828571428571428,48284276.35952615
Shannon Elizabeth,7,5.771428571428571,54684791.0
Randy Quaid,7,5.728571428571429,38179228.861909434
Natasha Henstridge,7,5.671428571428572,35946298.14762372
Jamie Kennedy,7,5.585714285714286,25643001.14285714
Marc Blucas,7,5.585714285714286,31730526.85714286
Tom Everett Scott,7,5.585714285714286,39907773.502383284
John Witherspoon,7,5.5,39986922.0
Regina Hall,7,5.457142857142856,63483815.0
Cicely Tyson,7,5.428571428571429,41781690.07381187
Frankie Muniz,7,5.3999999999999995,32961294.0
Chris Klein,7,5.228571428571429,20557162.14285714
Kenan Thompson,7,4.685714285714285,42701074.71905229
Teri Garr,6,7.616666666666667,102404771.17222767
James Nesbitt,6,7.433333333333334,140346068.5
James Mason,6,7.383333333333333,48772197.09723585
Madeline Kahn,6,7.383333333333333,90117158.33889432
Jeffrey DeMunn,6,7.266666666666667,52314996.5
Jim Sturgess,6,7.233333333333333,32363283.586113837
Noah Taylor,6,7.183333333333334,69564568.7527805
Adam Baldwin,6,7.1499999999999995,89151954.33333333
Brenda Blethyn,6,7.1000000000000005,20383793.833333332
Yaphet Kotto,6,7.083333333333333,37620073.666666664
Jack Davenport,6,7.05,192588732.83333334
Patrick Fugit,6,7.05,34536780.166666664
Alice Braga,6,7.0,70851399.16666667
Gena Rowlands,6,6.966666666666666,27119681.586113837
Stephen Dillane,6,6.966666666666666,10415496.833333334
Isabelle Huppert,6,6.933333333333334,4783143.0
Brian Blessed,6,6.916666666666667,25033027.91944717
Li Gong,6,6.883333333333333,23268305.41944717
Devin Ratray,6,6.866666666666667,90654438.66666667
Michael Moore,6,6.866666666666667,20763742.91944717
Jose Pablo Cantillo,6,6.8500000000000005,47965507.0
Kurt Fuller,6,6.8500000000000005,61690361.5
Michael O'Neill,6,6.8500000000000005,109306201.33333333
Kathleen Quinlan,6,6.833333333333333,56830510.5
Oprah Winfrey,6,6.816666666666666,80427075.66666667
Archie Panjabi,6,6.8,40348425.333333336
Isabella Rossellini,6,6.783333333333334,14874572.166666666
Charlie Hunnam,6,6.75,40799924.0
Wes Studi,6,6.75,149812307.0
Chi McBride,6,6.7,50660518.833333336
Ellen Barkin,6,6.683333333333334,23284493.666666668
Hunter Parrish,6,6.633333333333333,40121724.333333336
Brad Garrett,6,6.616666666666667,148598392.5
Gaby Hoffmann,6,6.616666666666667,19036846.666666668
Chris Bauer,6,6.583333333333333,42749392.41944717
Josh Charles,6,6.583333333333333,50653303.833333336
Bruce Spence,6,6.55,50432003.0
Macaulay Culkin,6,6.55,94394189.5
Roddy McDowall,6,6.55,49397197.09723585
Anupam Kher,6,6.516666666666667,15350667.919447169
Christopher Meloni,6,6.516666666666667,98298081.08611386
Derek Luke,6,6.483333333333333,28855920.666666668
Jack McBrayer,6,6.483333333333333,99183415.41944717
Ayelet Zurer,6,6.466666666666666,61943580.34445534
Goran Visnjic,6,6.466666666666666,62111341.666666664
M.C. Gainey,6,6.466666666666666,87470760.08611383
Aaron Yoo,6,6.45,40248636.752780505
Robert Wagner,6,6.45,93042399.91944717
Tia Carrere,6,6.45,70666389.66666667
Shawnee Smith,6,6.416666666666667,52629269.5
Andre Braugher,6,6.3999999999999995,73391322.33333333
Fred Ward,6,6.3999999999999995,40552199.166666664
Jeremy Northam,6,6.3999999999999995,22783176.91944717
Richard Roxburgh,6,6.383333333333333,64123359.833333336
Shawn Hatosy,6,6.383333333333333,17274928.7527805
Maura Tierney,6,6.366666666666667,61610910.0
Ned Beatty,6,6.366666666666667,64176906.67222767
Catherine McCormack,6,6.3500000000000005,6507426.5
George Kennedy,6,6.3500000000000005,39493402.91944717
Sarah Gadon,6,6.3500000000000005,32575711.91944717
Miko Hughes,6,6.333333333333333,61413174.166666664
Xander Berkeley,6,6.333333333333333,52628010.41944716
Miriam Margolyes,6,6.316666666666666,39203815.166666664
Steve Guttenberg,6,6.316666666666666,55054302.752780505
Anne Bancroft,6,6.3,36066231.91944717
Kelli Garner,6,6.3,27353445.5
James Ransone,6,6.283333333333334,38636379.752780505
Vinessa Shaw,6,6.283333333333334,33666103.833333336
Ari Graynor,6,6.266666666666667,15938896.333333334
Beau Bridges,6,6.266666666666667,24029322.666666668
Jim Gaffigan,6,6.25,11354156.833333334
Alia Shawkat,6,6.233333333333333,10276308.166666666
Dash Mihok,6,6.233333333333333,11349286.0
Liam Aiken,6,6.2,44752744.666666664
Melanie Griffith,6,6.2,28083144.505561005
Carol Kane,6,6.183333333333334,27026159.586113837
Madeline Carroll,6,6.166666666666667,26486872.833333332
Celia Weston,6,6.133333333333333,43680028.833333336
Elden Henson,6,6.083333333333333,14018084.166666666
Kelsey Grammer,6,6.083333333333333,98567496.0
Alex Pettyfer,6,6.066666666666666,56222553.166666664
Lew Temple,6,6.033333333333334,30205160.838894337
Matt Walsh,6,6.0,44918430.58611383
David Keith,6,5.983333333333333,36012189.333333336
Joel David Moore,6,5.95,168103020.58611384
Justin Theroux,6,5.933333333333334,28865491.166666668
Ioan Gruffudd,6,5.916666666666667,80959528.33333333
Jane Krakowski,6,5.916666666666667,31411893.666666668
Mark Duplass,6,5.916666666666667,19480753.5
Bai Ling,6,5.8999999999999995,43151042.5
Richard E. Grant,6,5.8999999999999995,12096202.5
Tony Cox,6,5.883333333333333,33063967.5
Victor Wong,6,5.883333333333333,31150559.833333332
Nicholas Gonzalez,6,5.8500000000000005,29199264.425008178
Amy Sedaris,6,5.833333333333333,70480442.41944717
Moises Arias,6,5.8,60766937.09167484
Elaine Hendrix,6,5.75,24588965.838894337
Dane Cook,6,5.733333333333333,19979666.166666668
Sean Hayes,6,5.733333333333333,93728780.16666667
Marley Shelton,6,5.666666666666667,16155826.919447169
Bridgette Wilson-Sampras,6,5.6499999999999995,22316821.166666668
Elizabeth Perkins,6,5.616666666666667,69130802.66666667
Paula Garcés,6,5.6000000000000005,24226183.586113837
Alex Rocco,6,5.583333333333333,20932818.5
Kevin Nealon,6,5.583333333333333,47140913.0
Jaime King,6,5.433333333333334,61138875.0
Tracy Morgan,6,5.333333333333333,40277573.5
Tamala Jones,6,5.25,30135061.41944717
Molly Shannon,6,5.1499999999999995,80414042.16666667
Corbin Bleu,6,5.083333333333333,41763360.25834151
Kane Hodder,6,4.933333333333334,26252174.838894337
Lochlyn Munro,6,4.866666666666666,29426372.25834151
Robert Shaw,5,7.659999999999999,107970654.6066732
Alexandra Maria Lara,5,7.58,16296026.503336603
Campbell Scott,5,7.58,12202389.903336603
Quentin Tarantino,5,7.42,15972098.4
Roy Scheider,5,7.4,101220457.11000982
Rafe Spall,5,7.340000000000001,41892527.0
Karen Allen,5,7.3,120624071.8
Mary Elizabeth Mastrantonio,5,7.279999999999999,67166444.6
Jack Warden,5,7.26,32315433.806673206
Kris Marshall,5,7.2,15129191.4
Jean Simmons,5,7.18,33659111.6066732
Rod Steiger,5,7.140000000000001,42028498.11000981
Jack O'Connell,5,7.12,31752987.2
Dexter Fletcher,5,7.119999999999999,26667391.406673208
Geraldine Chaplin,5,7.08,33984156.4
Fionnula Flanagan,5,7.040000000000001,54138227.6
J.T. Walsh,5,7.040000000000001,58310694.4
John Savage,5,7.040000000000001,44704871.71000981
Steven Mackintosh,5,7.040000000000001,15090065.4
Paul Schneider,5,7.0200000000000005,3448407.0
Jurnee Smollett-Bell,5,7.0,29717222.3033366
Lukas Haas,5,7.0,71016938.8
Sydney Pollack,5,7.0,81071159.6
Wilford Brimley,5,7.0,51810097.8
Mathieu Amalric,5,6.9799999999999995,44474485.4
François Cluzet,5,6.959999999999999,19549106.20667321
Andy Lau,5,6.94,23634004.406673208
Lynn Redgrave,5,6.94,11534258.503336605
Armando Riesco,5,6.92,61057178.8
Armin Mueller-Stahl,5,6.92,56831948.0
John Doman,5,6.92,37659367.4
Denis Leary,5,6.88,138310150.2
Powers Boothe,5,6.88,39979077.303336605
