director_name,director_movie_count,director_avg_imdb_score,director_avg_gross
Emma-Kate Croghan,1,6.4,212285.0
Enrique Begne,1,5.0,3105269.0
Eric Blakeney,1,5.7,1631839.0
Eric Bress,1,7.7,23947.0
Eric Brevig,2,5.199999999999999,100935564.0
Eric Bross,2,4.8,26041689.75834151
Eric Bugbee,1,7.1,47726636.51668302
Eric Darnell,5,6.76,152696378.8
Eric Eason,1,7.0,47726636.51668302
Eric England,1,4.1,47726636.51668302
Eric Lartigau,1,7.4,47726636.51668302
Eric Lavaine,1,6.1,47726636.51668302
Eric Leighton,1,6.5,137748063.0
Eric Mendelsohn,1,5.2,47726636.51668302
Eric Nicholas,1,6.1,10018.0
Eric Schaeffer,1,6.0,295468.0
Eric Styles,1,6.4,7680.0
Eric Valette,2,3.9,37301582.758341506
Ericson Core,1,5.3,28772222.0
Erik Canuel,1,7.0,47726636.51668302
Erik White,1,4.9,24708699.0
Ernest R. Dickerson,1,6.7,21088568.0
Ernie Barbarash,2,5.449999999999999,23867663.75834151
Errol Morris,1,7.5,228830.0
Etan Cohen,1,6.0,90353764.0
Ethan Coen,7,7.114285714285714,56819679.571428575
Ethan Maniquis,1,6.7,26589953.0
Eugenio Derbez,1,7.6,44456509.0
Eugène Lourié,1,6.7,5000000.0
Evan Goldberg,2,6.65,53787688.5
Eytan Fox,1,7.3,155972.0
F. Gary Gray,8,6.9375,66365476.125
Fabián Bielinsky,1,7.9,1221261.0
Fatih Akin,1,7.3,274385.0
Fede Alvarez,1,6.5,54239856.0
Fedor Bondarchuk,1,5.3,47726636.51668302
Fenton Bailey,2,6.55,475143.0
Fernando Baez Mella,1,6.9,47726636.51668302
Fernando León de Aranoa,1,7.7,146402.0
Fernando Meirelles,3,7.599999999999999,14734054.666666666
Feroz Abbas Khan,1,7.4,240425.0
Ferzan Ozpetek,1,7.3,47726636.51668302
Fina Torres,1,5.3,5018450.0
Finn Taylor,1,7.0,464655.0
Florence Ayisi,1,7.5,32631.0
Florent-Emilio Siri,1,6.6,34636443.0
Floria Sigismondi,1,6.6,3571735.0
Florian Henckel von Donnersmarck,2,7.25,39457907.0
Floyd Mutrux,1,6.4,125169.0
Forest Whitaker,1,5.9,60033780.0
Francesca Gregorini,1,5.9,5005.0
Francis Ford Coppola,11,7.418181818181818,59483059.093942374
Francis Lawrence,5,7.0,271700394.2
Franck Khalfoun,1,6.1,12843.0
Franco Zeffirelli,1,6.9,14348123.0
Frank Borzage,1,6.6,47726636.51668302
Frank Capra,5,8.059999999999999,47726636.51668302
Frank Coraci,7,5.914285714285714,77498554.93095471
Frank Darabont,4,7.9750000000000005,54632879.25
Frank LaLoggia,1,6.7,1705139.0
Frank Lotito,1,8.2,47726636.51668302
Frank Marshall,4,6.425,63120914.25
Frank Miller,3,6.466666666666666,35877099.0
Frank Nissen,1,6.4,18081626.0
Frank Oz,7,6.414285714285714,49097433.428571425
Frank Perry,1,6.7,47726636.51668302
Frank Sebastiano,1,6.0,475000.0
Frank Whaley,1,5.4,703.0
Franklin J. Schaffner,3,6.733333333333333,32084424.344455346
François Girard,1,7.7,9473382.0
François Ozon,2,6.949999999999999,6590965.0
François Truffaut,1,7.2,26893.0
Fred Dekker,1,3.9,10696210.0
Fred Durst,1,5.1,11508423.0
Fred Savage,1,2.9,13235267.0
Fred Schepisi,1,7.0,2326407.0
Fred Walton,1,6.2,12947763.0
Fred Wolf,2,5.4,27400373.0
Fred Zinnemann,5,7.76,47726636.51668302
Frederik Du Chau,2,5.7,35952314.5
Fritz Lang,1,8.3,26435.0
Frédéric Auburtin,1,2.0,47726636.51668302
Frédéric Forestier,1,5.1,47726636.51668302
Gabe Ibáñez,1,6.1,47726636.51668302
Gabor Csupo,1,7.2,82234139.0
Gabriela Tagliavini,1,3.2,47726636.51668302
Gabriele Muccino,4,6.975,61465720.0
Gareth Edwards,1,6.4,237301.0
Gareth Evans,1,7.6,4105123.0
Garry Marshall,8,5.95,94417048.25
Garth Jennings,1,6.8,51019112.0
Gary Chapman,1,5.6,19447478.0
Gary David Goldberg,1,5.9,43894863.0
Gary Fleder,6,6.616666666666667,25251115.166666668
Gary Halvorson,1,5.8,11634458.0
Gary Hardwick,1,6.3,27457409.0
Gary McKendry,1,6.5,25093607.0
Gary Nelson,1,5.9,47726636.51668302
Gary Rogers,1,3.3,1098224.0
Gary Ross,3,7.1000000000000005,182845555.66666666
Gary Sherman,1,4.5,14114488.0
Gary Shore,1,6.3,55942830.0
Gary Sinyor,1,6.4,69582.0
Gary Trousdale,2,6.85,92077321.0
Gary Winick,5,6.14,50633939.6
Gaspar Noé,2,7.35,544984.0
Gavin Hood,4,6.875,63529136.0
Gavin O'Connor,5,6.9799999999999995,19305243.8
Gavin Wiesen,1,6.6,1429260.0
Gene Quintano,1,6.1,27979400.0
Gene Teigland,1,5.6,23616.0
Genndy Tartakovsky,2,6.9,159002810.0
Geoff Murphy,1,5.4,50024083.0
Geoffrey Sax,2,5.3,28259120.5
Georg Wilhelm Pabst,1,8.0,9950.0
George A. Romero,6,6.5,27444587.425008178
George Armitage,2,6.15,17242965.0
George Clooney,5,6.76,45884244.703336604
George Cukor,1,7.9,72000000.0
George Gallo,2,5.949999999999999,1122104.0
George Hickenlooper,2,6.300000000000001,1347118.0
George Jackson,1,5.1,19281235.0
George Lucas,5,7.4,348283696.0
George Miller,8,6.8,71823615.50417076
George Nolfi,1,7.1,62453315.0
George P. Cosmatos,3,6.366666666666667,69691679.0
George Ratliff,1,5.3,27445.0
George Roy Hill,2,8.2,130954450.0
George Sidney,3,6.833333333333333,34484424.34445535
George Stevens,1,6.6,8000000.0
George Tillman Jr.,4,6.925,38240794.0
Georgia Hilton,1,2.2,47726636.51668302
Gerald Potterton,1,6.7,47726636.51668302
Gerard Johnstone,1,6.8,47726636.51668302
Gerry Lively,1,4.9,47726636.51668302
Gia Coppola,1,6.3,750100.0
Gideon Raff,1,4.8,47726636.51668302
Gil Junger,2,6.0,35799457.0
Gil Kenan,2,6.55,40766351.5
Gilles Paquet-Brenner,1,7.5,7691700.0
Gillian Armstrong,2,7.0,25755994.5
Gillian Robespierre,1,6.8,3122616.0
Gina Prince-Bythewood,3,7.133333333333333,26606770.666666668
Giovanni Zelko,1,7.6,47726636.51668302
Giuliano Montaldo,1,6.2,47726636.51668302
Giuseppe Tornatore,1,7.8,85433.0
Glen Morgan,2,5.35,11543718.5
Glenn Ficarra,3,6.866666666666667,46709119.333333336
Gnana Rajasekaran,1,7.0,47726636.51668302
Gonzalo López-Gallego,1,5.2,17683670.0
Goran Dukic,1,7.4,104077.0
Gordon Chan,1,5.2,22108977.0
Gore Verbinski,7,6.985714285714286,189942999.2857143
Graham Annable,1,6.8,50807639.0
Grant Heslov,1,6.2,32416109.0
Greg Berlanti,1,7.0,1744858.0
Greg Coolidge,1,5.5,28435406.0
Greg Harrison,2,6.0,653126.0
Greg Marcks,1,7.2,47726636.51668302
Greg Mottola,3,7.133333333333333,58286668.333333336
Greg Tiernan,1,7.5,47726636.51668302
Gregor Jordan,2,6.0,24040189.75834151
Gregory Hoblit,3,6.6000000000000005,30916118.0
Gregory Jacobs,1,5.7,66009973.0
Gregory Nava,1,6.7,35422828.0
Gregory Poirier,1,5.3,13558739.0
Gregory Widen,1,6.6,16115878.0
Griffin Dunne,2,5.9,23361862.5
Guillaume Canet,2,6.8,112445.5
Guillaume Ivernel,1,6.6,47726636.51668302
Guillermo del Toro,5,7.140000000000001,71168710.2
Gurinder Chadha,3,6.1000000000000005,28956478.17222767
Gus Van Sant,7,7.128571428571428,36762906.571428575
Guy Hamilton,6,6.95,41125545.505561
Guy Maddin,1,7.0,39659.0
Guy Ritchie,7,7.114285714285714,68760204.42857143
Gérard Krawczyk,1,6.6,81525.0
H.M. Coakley,1,4.9,47726636.51668302
Hal Haberman,1,6.9,6387.0
Hal Needham,1,3.5,5333658.0
Ham Tran,1,7.4,638951.0
Hank Braxtan,1,4.0,47726636.51668302
Hans Canosa,1,7.1,379122.0
Hans Petter Moland,1,7.3,64148.0
Hao Ning,2,7.550000000000001,47726636.51668302
Harald Reinl,1,6.0,47726636.51668302
Harald Zwart,2,5.5,39225460.0
Hark Tsui,1,4.8,10076136.0
Harley Cokeliss,1,5.6,3060858.0
Harmage Singh Kalirai,1,5.8,47726636.51668302
Harmony Korine,1,5.3,14123773.0
Harold Becker,5,6.14,37991927.8
Harold Cronk,1,3.4,20773070.0
Harold Ramis,8,6.55,51530296.75
Harry Beaumont,1,6.3,2808000.0
Harry Elfont,2,5.9,19795973.5
Harry F. Millarde,1,4.8,3000000.0
Harry Gantz,1,4.7,247740.0
Hart Bochner,1,6.5,4350774.0
Hayao Miyazaki,4,8.225,8035078.75
Hayley Cloake,1,4.3,47726636.51668302
Heidi Ewing,1,6.4,100675.0
Henry Alex Rubin,1,7.8,1523883.0
Henry Bean,1,7.2,406035.0
Henry Hathaway,1,7.1,47726636.51668302
Henry Hobson,1,5.6,131175.0
Henry Jaglom,1,7.0,821997.0
Henry Joost,3,5.833333333333333,62256524.333333336
Henry King,1,7.0,47726636.51668302
Henry Koster,1,6.8,36000000.0
Henry Selick,2,6.2,40344787.5
Herb Freed,1,4.5,47726636.51668302
Herbert Ross,1,6.5,80000000.0
Hideaki Anno,1,8.2,47726636.51668302
Hideo Nakata,1,5.4,75888270.0
Hilary Brougher,1,6.3,18195.0
Hironobu Sakaguchi,1,6.4,32131830.0
Hitoshi Matsumoto,1,6.1,22770.0
Hong-jin Na,1,7.7,770629.0
Howard Deutch,3,5.966666666666666,26737630.666666668
Howard Hawks,1,7.8,47726636.51668302
Howard Hughes,1,7.8,47726636.51668302
Howard Zieff,2,6.449999999999999,64823621.0
Hoyt Yeatman,1,5.1,119420252.0
Hsiao-Hsien Hou,1,6.4,613556.0
Huck Botko,1,4.6,535249.0
Hue Rhodes,1,5.8,100669.0
Hugh Hudson,2,6.4,32671597.0
Hugh Johnson,1,5.2,11227940.0
Hugh Wilson,4,5.825,55708283.75
Hunter Richards,1,6.6,12667.0
Hyung-rae Shim,2,3.6,5559985.0
Iain Softley,4,6.55,30706329.25
Ian Fitzgibbon,1,6.4,828.0
Ian Iqbal Rashid,1,3.3,7070459.0
Ian Sharp,1,6.5,47726636.51668302
Ice Cube,1,5.6,23031390.0
Igor Kovalyov,1,5.9,100491683.0
Ingmar Bergman,1,8.2,47726636.51668302
Inna Evlannikova,1,5.2,47726636.51668302
Ira Sachs,2,6.15,24616817.25834151
Irvin Kershner,2,7.5,172829375.5
Irwin Winkler,4,6.45,25488293.25
Isaac Florentine,1,4.9,47726636.51668302
Isabel Coixet,1,7.6,395592.0
István Szabó,1,7.1,7739049.0
Ivan Engler,1,6.2,47726636.51668302
Ivan Kavanagh,1,6.7,47726636.51668302
Ivan Reitman,8,6.075,66857365.0
J Blakeson,1,5.2,34912982.0
J. Lee Thompson,2,5.8,47726636.51668302
J.A. Bayona,2,7.55,13077951.0
J.B. Rogers,2,5.65,75306764.0
J.C. Chandor,3,7.0,5788705.0
J.J. Abrams,4,7.449999999999999,186704452.25
J.S. Cardone,1,5.3,6755271.0
JK Youn,1,5.7,47726636.51668302
Jack Conway,1,7.1,47726636.51668302
Jack Heller,1,6.6,47726636.51668302
Jack Perez,1,6.4,47726636.51668302
Jack Sholder,1,5.4,30000000.0
Jack Smight,2,6.1,47726636.51668302
Jackie Earle Haley,1,5.8,47726636.51668302
Jaco Booyens,1,6.9,47726636.51668302
Jacob Aaron Estes,1,7.3,603943.0
Jacques Perrin,2,7.9,15084292.0
Jafar Panahi,1,7.5,673780.0
Jaime Zevallos,1,7.6,47726636.51668302
Jake Goldberger,1,5.9,47726636.51668302
Jake Kasdan,4,6.125,39783454.5
Jake Paltrow,1,5.9,20380.0
Jake Schreier,2,6.75,17657851.0
Jake Scott,1,7.0,152857.0
Jamaa Fanaka,1,5.8,47726636.51668302
Jamal Hill,1,7.2,444044.0
Jamel Debbouze,1,4.9,47726636.51668302
James Algar,3,7.5,79901459.33333333
James Bidgood,1,6.7,8231.0
James Bobin,3,6.633333333333333,72217146.33333333
James Bridges,1,5.6,16118077.0
James Cameron,7,7.914285714285714,278303701.4285714
James Cox,3,6.2,32169791.67778868
James David Pasternak,1,6.2,7826.0
James DeMonaco,3,6.1000000000000005,71596003.33333333
James Dodson,1,6.2,115504.0
James Fargo,1,6.5,1000000.0
James Foley,3,6.833333333333333,12697948.333333334
James Frawley,1,7.7,76657000.0
James Gartner,1,7.2,42643187.0
James Gray,4,6.75,8644778.5
James Gunn,3,7.133333333333333,113742527.66666667
James Isaac,1,4.4,12610731.0
James Ivory,7,7.057142857142857,17840871.78809757
James Kerwin,1,5.4,47726636.51668302
James L. Brooks,3,6.5,73298138.33333333
James Manera,1,4.4,830210.0
James Mangold,8,7.075,69298843.5
James Marsh,2,7.75,19422620.5
James Mather,1,6.1,14291570.0
James McTeigue,4,6.65,43083623.37917075
James Melkonian,1,4.6,7557877.0
James Mottern,1,6.7,52166.0
James Nunn,1,5.4,47726636.51668302
James O'Brien,1,4.0,47726636.51668302
James Ponsoldt,1,7.1,6851969.0
James Schamus,1,7.8,560512.0
James Toback,2,5.25,1003112.5
James Wan,7,7.2,113139457.71428572
James Watkins,2,6.6,27164048.5
James Wong,4,5.275,40164921.0
Jamie Babbit,2,6.5,1290519.5
Jamie Blanks,2,5.1,29216386.5
Jamie Thraves,1,6.0,47726636.51668302
Jamie Travis,1,6.0,1243961.0
Jamin Winans,1,7.0,47726636.51668302
Jan de Bont,5,5.5200000000000005,113569517.8
Jane Campion,3,6.633333333333333,16438503.333333334
Jane Clark,1,5.2,47726636.51668302
Janusz Kaminski,1,4.8,16779636.0
Jared Hess,3,6.233333333333333,41617368.0
Jason Alexander,1,6.7,39852.0
Jason Bateman,1,6.7,7764027.0
Jason Connery,1,3.8,47726636.51668302
Jason Eisener,1,6.1,703002.0
Jason Friedberg,4,2.6,32200757.75
Jason Miller,1,7.6,47726636.51668302
Jason Moore,1,7.2,64998368.0
Jason Naumann,1,6.9,47726636.51668302
Jason Reitman,5,7.140000000000001,56352194.2
Jason Stone,1,5.8,47726636.51668302
Jason Trost,1,4.0,47726636.51668302
Jason Zada,1,4.8,26583369.0
Jaume Balagueró,4,6.675,29410095.50834151
Jaume Collet-Serra,8,6.475,50000031.0
Jay Alaimo,1,4.6,47726636.51668302
Jay Chandrasekhar,4,6.0249999999999995,30732667.25
Jay Duplass,4,6.35,3008021.25
Jay Levey,1,7.0,6157157.0
Jay Oliva,1,8.4,47726636.51668302
Jay Roach,8,6.4875,135813082.875
Jay Russell,3,6.733333333333333,42599492.0
Je-kyu Kang,1,8.1,1110186.0
Jean-François Richet,1,6.3,19976073.0
Jean-Jacques Annaud,4,7.275,38993139.12917075
Jean-Jacques Mantello,1,6.5,7518876.0
Jean-Luc Godard,2,7.550000000000001,47726636.51668302
Jean-Marc Vallée,3,7.466666666666666,25388618.0
Jean-Marie Poiré,3,6.266666666666667,1874359.6666666667
Jean-Paul Rappeneau,2,7.0,2115453.5
Jean-Pierre Jeunet,5,7.340000000000001,17695693.4
Jeannot Szwarc,2,6.5,75324506.2583415
Jeb Stuart,2,6.550000000000001,3282467.0
Jee-woon Kim,2,6.85,6077578.0
Jeff Burr,1,5.9,1400000.0
Jeff Crook,1,4.6,47726636.51668302
Jeff Franklin,1,5.8,2800000.0
Jeff Garlin,1,6.2,194568.0
Jeff Kanew,1,5.5,8508843.0
Jeff Lowell,1,5.2,7563670.0
Jeff Nathanson,1,5.7,463730.0
Jeff Nichols,4,7.2,6768182.75
Jeff Schaffer,1,6.6,17718223.0
Jeff Tremaine,4,6.85,89056631.25
Jeff Wadlow,3,6.366666666666667,21214091.0
Jeffrey St. Jules,1,5.4,47726636.51668302
Jeffrey W. Byrd,1,4.1,4006906.0
Jehane Noujaim,1,8.1,47726636.51668302
Jem Cohen,1,6.0,47726636.51668302
Jennifer Finnigan,1,4.5,47726636.51668302
Jennifer Flackett,1,6.0,48006503.0
Jennifer Wynne Farmer,1,6.5,10508.0
Jennifer Yuh Nelson,1,7.3,165230261.0
Jeremy Brock,1,6.8,238774.0
Jeremy Degruson,1,6.3,4091.0
Jeremy Leven,1,6.8,22200000.0
Jeremy Saulnier,2,7.1,1738571.0
Jeremy Sims,1,7.1,47726636.51668302
Jerome Elston Scott,1,7.2,47726636.51668302
Jerome Robbins,1,7.6,43650000.0
Jerry Belson,1,6.2,47726636.51668302
Jerry Dugan,1,3.4,47726636.51668302
Jerry Jameson,2,5.0,4778834.0
Jerry Rees,1,7.3,47726636.51668302
Jerry Zaks,1,6.7,12782508.0
Jerry Zucker,3,6.433333333333334,103946321.33333333
Jesse Dylan,3,6.033333333333334,62696845.0
Jesse Peretz,2,5.95,12425044.5
Jesse Vaughan,1,4.5,13571817.0
Jessica Bendinger,1,6.4,26870825.0
Jessie Nelson,2,6.65,33277685.0
Jessy Terrero,1,4.4,13922211.0
Jeta Amata,1,5.6,47726636.51668302
Jez Butterworth,1,6.1,4919896.0
Jill Sprecher,2,6.75,1865894.5
Jim Abrahams,1,7.8,83400000.0
Jim Amatulli,1,4.5,47726636.51668302
Jim Chuchu,1,7.4,47726636.51668302
Jim Fall,1,5.3,42672630.0
Jim Field Smith,1,6.4,31584722.0
Jim Gillespie,2,5.449999999999999,59973015.758341506
Jim Goddard,1,3.0,2315683.0
Jim Hanon,1,7.0,11703287.0
Jim Issa,1,5.2,47726636.51668302
Jim Jarmusch,1,7.5,3300230.0
Jim Mickle,1,6.5,18469.0
Jim Sheridan,4,6.3,27317148.0
Jim Sonzero,1,4.7,20259297.0
Jimmy Hayward,2,5.300000000000001,33143569.0
Jirí Menzel,1,7.4,617228.0
Joachim Rønning,1,5.7,47726636.51668302
Joan Chen,1,5.5,37752931.0
Joby Harold,1,6.5,14373825.0
Jodie Foster,3,6.666666666666667,19828357.0
Jody Hill,1,5.8,23993605.0
Joe Berlinger,1,4.0,26421314.0
Joe Camp,1,6.1,39552600.0
Joe Carnahan,3,6.8999999999999995,32542914.333333332
Joe Chappelle,1,4.9,15126948.0
Joe Charbanic,1,5.3,28927720.0
Joe Cornish,1,6.6,1024175.0
Joe Cross,1,7.6,47726636.51668302
Joe Dante,7,6.3,51395896.788097575
Joe Johnston,4,6.325,121756789.25
Joe Kenemore,1,8.2,47726636.51668302
Joe Marino,1,2.6,47726636.51668302
Joe Nussbaum,3,5.666666666666667,9959544.666666666
Joe Pytka,1,6.3,90443603.0
Joe Roth,2,5.45,83654787.5
Joe Swanberg,2,5.85,186510.0
Joe Wright,7,6.757142857142857,34849340.85714286
Joel Anderson,1,6.1,47726636.51668302
Joel Coen,4,7.3999999999999995,25227835.25
Joel Edgerton,1,7.1,43771291.0
Joel Gallen,1,5.7,37882551.0
Joel Paul Reisig,2,6.15,47726636.51668302
Joel Schumacher,13,6.407692307692307,60861436.0
Joel Zwick,2,5.449999999999999,144775991.5
Joey Lauren Adams,1,6.2,117560.0
Johanna Schwartz,1,7.7,47726636.51668302
John 'Bud' Cardos,1,5.9,17000000.0
John A. Davis,2,5.95,54527053.5
John Badham,1,7.1,79568000.0
John Blanchard,1,9.5,47726636.51668302
John Bonito,1,4.7,18843314.0
John Boorman,3,5.733333333333333,36314975.34445535
John Cameron Mitchell,3,7.1000000000000005,2411756.0
John Carl Buechler,1,5.3,19170001.0
John Carney,2,7.65,12803337.0
John Carpenter,11,6.736363636363635,20121249.545454547
John Cornell,1,5.5,109306210.0
John Cromwell,1,7.8,47726636.51668302
John Crowley,1,7.5,38317535.0
John Curran,2,6.45,4921857.0
John D. Hancock,1,6.6,1711.0
John Dahl,4,6.8,14368052.25
John Duigan,1,5.8,15593.0
John Eng,1,5.6,39399750.0
John Erick Dowdle,4,6.3,28439563.5
John Ford,4,7.55,47726636.51668302
John Fortenberry,1,6.2,30324946.0
John Francis Daley,1,6.1,58879132.0
John Frankenheimer,5,6.140000000000001,37617525.40667321
John G. Avildsen,2,7.65,104017623.5
John Gatins,1,6.9,32701088.0
John Glen,5,6.6,53270582.4
John Gray,1,5.3,20400913.0
John Guillermin,1,4.8,47726636.51668302
John Gulager,1,6.4,47726636.51668302
John H. Lee,1,6.8,31662.0
John Hamburg,3,6.366666666666667,53074928.333333336
John Herzfeld,2,6.0,36051036.258341506
John Hillcoat,3,7.0,4861440.666666667
John Hoffman,1,5.1,37566230.0
John Huston,2,7.4,47726636.51668302
John Lafia,1,5.7,28501605.0
John Laing,1,6.3,47726636.51668302
John Landis,5,7.0,75307327.3033366
John Lasseter,5,7.380000000000001,207183190.6
John Lee Hancock,4,7.05,109313385.0
John Luessenhop,2,5.5,46039488.0
John Maclean,1,6.9,229094.0
John Madden,5,6.779999999999999,47272993.4
John Maybury,1,7.1,6301131.0
John McNaughton,1,6.5,29753944.0
John McTiernan,10,6.63,60615383.8
John Michael McDonagh,1,7.3,5359774.0
John Milius,3,6.333333333333333,33293936.17222767
John Moore,4,5.8,47027413.0
John Murlowski,1,5.8,47726636.51668302
John Ottman,1,4.1,21468807.0
John Pasquin,3,5.633333333333333,72025478.0
John Patrick Shanley,1,7.5,33422556.0
John Polson,2,5.45,39830795.0
John Putch,1,5.5,3333823.0
John R. Leonetti,2,4.550000000000001,60095621.5
John Reinhardt,1,7.1,47726636.51668302
John Sayles,4,6.85,4628904.0
John Schlesinger,3,6.233333333333333,38618736.17222767
John Schultz,3,5.3999999999999995,31492071.333333332
John Simpson,1,6.4,47726636.51668302
John Singleton,7,6.257142857142858,59102062.0
John Stainton,1,5.4,28399192.0
John Stephenson,1,5.8,2209479.0
John Stockwell,4,6.75,30811635.629170753
John Sturges,1,8.3,47726636.51668302
John Turturro,2,6.25,688363.0
John Waters,3,6.333333333333333,3112934.0
John Wells,2,6.949999999999999,25694569.0
John Whitesell,5,4.88,42166964.6
John Woo,6,6.516666666666667,82233506.0
Johnnie To,1,7.3,49413.0
Johnny Remo,1,5.6,96734.0
Jon Amiel,4,6.2,41167332.0
Jon Avnet,3,6.0,36017707.666666664
Jon Cassar,1,6.3,47726636.51668302
Jon Favreau,6,7.016666666666667,199956067.66666666
Jon Gunn,3,6.033333333333334,4414159.0
Jon Hess,1,5.1,1200000.0
Jon Hurwitz,2,6.65,47405723.0
Jon Kasdan,1,6.5,11043445.0
Jon Knautz,3,5.633333333333333,47726636.51668302
Jon Lucas,2,6.300000000000001,40568536.0
Jon M. Chu,5,5.34,72118004.0
Jon Poll,1,7.0,3950294.0
Jon Shear,1,7.0,1027119.0
Jon Stewart,1,6.6,3093491.0
Jon Turteltaub,7,6.5,82476454.28571428
Jon Wright,1,6.3,47726636.51668302
Jonas Elmer,1,5.6,16699684.0
Jonas Åkerlund,2,6.449999999999999,24068438.75834151
Jonathan Caouette,1,7.2,592014.0
Jonathan Dayton,1,7.9,59889948.0
Jonathan Demme,5,7.1,61927891.4
Jonathan English,1,6.2,47726636.51668302
Jonathan Frakes,4,5.85,51468038.5
Jonathan Glazer,3,6.566666666666666,4850401.0
Jonathan Hensleigh,1,6.5,33682273.0
Jonathan Jakubowicz,1,7.2,47726636.51668302
Jonathan Kaplan,1,6.4,10114315.0
Jonathan Kesselman,1,6.2,19539.0
Jonathan Levine,4,6.8,37781902.12917075
Jonathan Liebesman,5,5.66,85941323.2
Jonathan Lynn,4,6.7,35177212.5
Jonathan Meyers,1,5.3,47726636.51668302
Jonathan Mostow,4,6.55,79026956.5
Jonathan Newman,1,5.4,4756.0
Jonathan Parker,1,5.0,47726636.51668302
Jonathan Teplitzky,1,7.1,4435083.0
Jonathan Wacks,1,6.1,47726636.51668302
Joon-ho Bong,2,7.0,3382220.5
Jorge Blanco,1,6.1,42194060.0
Jorge Gaggero,1,7.2,47726636.51668302
Jorge R. Gutiérrez,1,7.3,50150619.0
Jorge Ramírez Suárez,1,7.7,100412.0
Jorma Taccone,1,5.5,8460995.0
Josef Rusnak,1,7.0,15500000.0
Joseph Dorman,1,6.8,906666.0
Joseph Gordon-Levitt,1,6.6,24475193.0
Joseph Green,1,4.1,47726636.51668302
Joseph Kahn,2,4.9,34451479.258341506
Joseph Kosinski,4,7.175,120212986.37917076
Joseph L. Mankiewicz,1,7.0,57750000.0
Joseph Mazzella,1,4.8,47726636.51668302
Joseph Ruben,1,5.6,35324232.0
Joseph Sargent,1,2.8,20763013.0
Joseph Zito,2,5.6,40163318.258341506
Josh Boone,1,7.8,124868837.0
Josh Gordon,2,6.199999999999999,72955999.0
Josh Schwartz,1,5.4,9402410.0
Josh Trank,2,5.699999999999999,60343358.5
Joshua Logan,1,6.7,47726636.51668302
Joshua Marston,1,7.5,6517198.0
Joshua Michael Stern,1,6.1,16284360.0
Joshua Oppenheimer,1,8.2,484221.0
Joshua Seftel,1,5.7,578527.0
Joshua Tickell,1,7.6,173783.0
Joss Whedon,3,7.866666666666667,369202360.3333333
José Luis Valenzuela,1,3.6,428535.0
José Padilha,3,6.833333333333333,39074024.666666664
Juan Carlos Fresnadillo,1,7.0,28637507.0
Juan José Campanella,2,7.449999999999999,33947030.258341506
Judd Apatow,5,6.6,97464707.6
Jugal Hansraj,1,5.3,55202.0
Julian Gilbey,2,6.15,47726636.51668302
Julian Jarrold,2,7.1,33195273.75834151
Julian Schnabel,2,7.45,4476033.0
Julie Anne Robinson,2,5.55,44669273.0
Julie Davis,1,5.4,33598.0
Julie Taymor,3,6.733333333333334,16794366.666666668
Julien Temple,1,6.6,47726636.51668302
Julio DePietro,1,5.9,100503.0
Jun Falkenstein,1,6.3,45542421.0
Juraj Jakubisko,1,6.0,47726636.51668302
Justin Chadwick,2,6.9,17569852.5
Justin Dillon,1,7.5,215185.0
Justin Kerrigan,1,7.1,104257.0
Justin Lin,5,6.840000000000001,81324159.0
Justin Molotnikov,1,6.9,47726636.51668302
Justin Paul Miller,1,8.3,47726636.51668302
Justin Thomas Ostensen,1,4.5,47726636.51668302
Justin Tipping,1,7.8,47726636.51668302
Justin Zackham,1,5.6,21784432.0
Jérôme Deschamps,1,2.9,47726636.51668302
Jérôme Salle,1,6.7,47726636.51668302
K. King,1,3.5,47726636.51668302
Kabir Sadanand,1,4.7,47726636.51668302
Kaige Chen,1,5.6,668171.0
Kar-Wai Wong,3,6.8999999999999995,2574131.6666666665
Karan Johar,2,7.0,3647069.0
Karen Moncrieff,2,6.7,240718.5
Karey Kirkpatrick,1,5.6,16088610.0
Kari Skogland,1,6.9,47726636.51668302
Karim Aïnouz,1,6.1,20262.0
Karyn Kusama,2,5.3,21031390.0
Kasi Lemmons,3,5.8999999999999995,7508596.666666667
Kat Coiro,1,5.7,20186.0
Kate Barker-Froyland,1,5.8,20200.0
Kate Connor,1,5.9,73678.0
Katherine Brooks,1,6.7,47726636.51668302
Katherine Dieckmann,1,4.7,92900.0
Kathryn Bigelow,3,7.233333333333333,48863131.0
Katie Aselton,1,4.7,47726636.51668302
Katja von Garnier,1,5.5,3525161.0
Katsuhiro Ôtomo,2,7.5,424775.0
Katt Shea,1,4.6,17757087.0
Kay Pollak,1,7.6,9910.0
Keenen Ivory Wayans,4,5.175,57018530.5
Keith Gordon,1,5.6,336456.0
Keith Parmer,1,4.6,47726636.51668302
Kelly Asbury,1,7.0,73215310.0
Kelly Makin,1,5.8,33864342.0
Kelly Reichardt,3,6.766666666666667,696631.3333333334
Ken Annakin,1,7.8,47726636.51668302
Ken Del Conte,1,4.3,47726636.51668302
Ken Kwapis,4,6.2,49216905.75
Ken Loach,1,7.5,1829142.0
Ken Roht,1,7.0,47726636.51668302
Ken Scott,2,5.9,20436915.0
Ken Shapiro,1,5.0,47726636.51668302
Kenneth Branagh,7,7.1000000000000005,73937953.93095472
Kenneth Johnson,1,2.8,1686429.0
Kenneth Lonergan,2,7.1,4613385.0
Kenny Ortega,5,5.7,59473762.206673205
