director_name,director_movie_count,director_avg_imdb_score,director_avg_gross
Kent Alterman,1,5.8,33472850.0
Kerry Conran,1,6.1,37760080.0
Kevin Allen,2,5.4,11704219.0
Kevin Bray,2,5.95,35671485.0
Kevin Brodie,1,6.3,2148212.0
Kevin Carraway,1,3.5,47726636.51668302
Kevin Costner,3,7.166666666666667,86710306.33333333
Kevin Donovan,1,5.3,50189179.0
Kevin Greutert,2,5.8,36670134.0
Kevin Hamedani,1,5.1,47726636.51668302
Kevin Hooks,1,5.3,17100000.0
Kevin Jordan,1,7.6,277233.0
Kevin Lima,2,5.949999999999999,97324218.0
Kevin Macdonald,3,7.633333333333333,19717492.666666668
Kevin Munroe,2,5.699999999999999,27657975.0
Kevin Reynolds,5,6.68,69030827.8
Kevin Rodney Sullivan,3,5.7,56863546.333333336
Kevin Smith,12,6.566666666666666,25082613.2527805
Kevin Spacey,2,6.4,3235557.0
Kevin Tancharoen,2,5.2,17156524.0
Kevin Tenney,1,5.7,7369373.0
Khalid Mohamed,1,6.2,610991.0
Khalil Sullins,1,5.6,47726636.51668302
Khyentse Norbu,1,7.5,505295.0
Kief Davidson,1,6.8,100240.0
Kim Farrant,1,5.2,47726636.51668302
Kim Nguyen,1,7.2,47726636.51668302
Kimberly Peirce,3,6.666666666666667,19237438.0
Kimble Rendall,1,5.2,47726636.51668302
King Vidor,3,7.133333333333334,38617757.67778868
Kinka Usher,1,6.0,29655590.0
Kirk De Micco,2,5.9,108635757.0
Kirk Jones,5,6.6,36288821.8
Kirk Loudon,1,5.0,47726636.51668302
Kirk Wong,1,6.1,27052167.0
Kirsten Sheridan,1,7.5,31655091.0
Kiyoshi Kurosawa,1,7.4,94596.0
Klaus Menzel,1,3.3,16066.0
Kris Isacsson,1,4.9,20035310.0
Kristin Rizzo,1,8.0,47726636.51668302
Kriv Stenders,1,7.5,47726636.51668302
Kundan Shah,1,2.8,47726636.51668302
Kunihiko Yuyama,1,5.6,47726636.51668302
Kurt Hale,2,6.2,1181206.5
Kurt Voss,1,6.1,58936.0
Kurt Wimmer,2,5.95,9845492.0
Kyle Balda,1,6.4,336029560.0
Lajos Koltai,1,7.1,195888.0
Lana Wachowski,6,6.916666666666667,114539781.83333333
Lance Hool,1,6.2,229311.0
Lance Kawas,1,6.2,47726636.51668302
Lance McDaniel,1,8.0,47726636.51668302
Lance Mungia,1,6.7,124494.0
Lance Rivera,1,3.6,11540112.0
Larry Blamire,1,7.0,110536.0
Larry Charles,5,6.540000000000001,52328960.6
Larry Clark,2,7.0,3963651.0
Lars von Trier,3,7.5,2420522.0
Laslo Benedek,1,6.8,47726636.51668302
Lasse Hallström,9,7.111111111111111,40100239.61296478
Lauren Lazin,1,8.0,7707563.0
Laurence Dunmore,1,6.4,4829497.0
Laurent Bouhnik,1,5.6,47726636.51668302
Laurent Cantet,1,7.5,3766595.0
Laurent Tirard,2,7.25,24180456.75834151
Laurie Collyer,1,6.6,198407.0
Lawrence Guterman,2,3.7,55192898.5
Lawrence Kasanoff,1,1.7,47726636.51668302
Lawrence Kasdan,5,6.26,19457037.8
Lee Daniels,3,7.266666666666667,70568409.33333333
Lee Tamahori,5,6.14,57895929.6
Lee Toland Krieger,2,6.95,22786431.0
Lee Unkrich,1,8.3,414984497.0
Leigh Whannell,1,6.1,52200504.0
Len Wiseman,3,7.0,82774542.66666667
Lena Dunham,1,6.3,389804.0
Lenny Abrahamson,1,8.3,14677654.0
Leon Ford,1,6.1,47726636.51668302
Leon Ichaso,1,5.9,18272447.0
Leonard Farlinger,1,5.3,47726636.51668302
Leonard Nimoy,3,6.6000000000000005,117964697.33333333
Leos Carax,1,7.1,47726636.51668302
Les Mayfield,5,5.5,38174620.8
Leslie H. Martinson,1,6.5,47726636.51668302
Leslie Small,2,7.1,19968440.5
Leslye Headland,1,5.3,418268.0
Levan Gabriadze,1,5.7,31537320.0
Lewis Gilbert,3,6.766666666666667,50866666.666666664
Lexi Alexander,1,6.0,7948159.0
Li Zhang,1,6.0,127437.0
Lijun Sun,1,3.2,47726636.51668302
Liliana Cavani,1,6.7,47726636.51668302
Linda Mendoza,1,4.8,6126237.0
Lionel C. Martin,1,5.3,13960203.0
Lisa Azuelos,1,4.3,47726636.51668302
Lisa Cholodenko,1,7.1,20803237.0
Lisanne Pajot,1,7.7,47726636.51668302
Liv Ullmann,1,5.6,47726636.51668302
Livingston Oden,1,6.8,47726636.51668302
Liz Friedlander,1,6.7,34703228.0
Lloyd Bacon,1,7.7,2300000.0
Lloyd Kaufman,1,6.2,23000.0
Lluís Quílez,1,4.7,47726636.51668302
Lone Scherfig,2,7.15,13170364.5
Lorene Scafaria,1,6.7,6619173.0
Lori Petty,1,6.5,47726636.51668302
Lori Silverbush,1,6.9,47726636.51668302
Louis C.K.,1,5.2,3293258.0
Louis Leterrier,6,6.666666666666667,84720389.5
Louis Morneau,1,3.6,10149779.0
Lowell Sherman,1,6.5,47726636.51668302
Luc Besson,5,6.6,53415221.9033366
Luc Jacquet,1,7.6,77413017.0
Luca Guadagnino,1,7.0,5004648.0
Lucile Hadzihalilovic,1,6.4,47726636.51668302
Lucio Fulci,1,6.9,126387.0
Lucky McKee,1,6.7,145540.0
Lucrecia Martel,1,6.7,304124.0
Luis Llosa,2,5.0,61460285.0
Luis Mandoki,2,5.85,38421768.0
Luis Valdez,1,6.8,54215416.0
Lukas Moodysson,1,7.9,181655.0
Luke Dye,1,5.2,47726636.51668302
Luke Greenfield,4,6.0,47941854.75
Lynn Shelton,1,6.7,1573712.0
Lynne Ramsay,2,7.1,1002943.0
Léa Pool,2,6.85,23875710.25834151
M. Night Shyamalan,9,6.044444444444444,121621863.1111111
Mabel Cheung,1,6.2,47726636.51668302
Mabrouk El Mechri,1,4.9,3749061.0
Maggie Carey,1,5.8,3447339.0
Maggie Greenwald,1,7.3,3050934.0
Majid Majidi,1,8.5,925402.0
Maksim Fadeev,1,4.1,47726636.51668302
Malcolm D. Lee,7,5.785714285714286,35205881.85714286
Malcolm Goodwin,1,5.5,47726636.51668302
Mamoru Hosoda,1,5.9,9628751.0
Marc Abraham,1,7.0,4234040.0
Marc Bennett,1,6.7,47726636.51668302
Marc F. Adler,1,4.4,511920.0
Marc Forby,1,6.2,883887.0
Marc Forster,8,7.1499999999999995,69731188.43958537
Marc Lawrence,3,5.766666666666667,57816812.666666664
Marc Levin,1,7.2,982214.0
Marc Schölermann,1,6.0,108662.0
Marc Webb,3,7.133333333333333,165758656.66666666
Marcio Garcia,1,5.5,47726636.51668302
Marco Kreuzpaintner,2,7.45,154609.0
Marco Schnabel,1,3.8,32178777.0
Marcos Siega,1,4.1,5654777.0
Marcus Dunstan,1,6.1,6842058.0
Marcus Nispel,1,4.6,47726636.51668302
Marcus Raboy,2,5.5,40355174.758341506
Maria Maggenti,1,6.5,1977544.0
Marianna Palka,1,6.5,15542.0
Marielle Heller,1,6.9,1477002.0
Mariette Monpierre,1,6.7,47726636.51668302
Marilyn Agrelo,1,7.5,8044906.0
Mario Van Peebles,2,5.0,23876824.25834151
Marius A. Markevicius,1,8.4,133778.0
Mark A.Z. Dippé,1,5.2,54967359.0
Mark Andrews,1,7.2,237282182.0
Mark Brown,2,5.199999999999999,11164131.5
Mark Christopher,1,5.8,16574731.0
Mark Dindal,3,6.666666666666667,76080276.33333333
Mark Griffiths,1,6.3,47726636.51668302
Mark Helfrich,1,5.6,35000629.0
Mark Herman,2,7.4,6812790.5
Mark Illsley,1,6.3,1943649.0
Mark L. Lester,4,6.325,28207207.50834151
Mark Mylod,1,6.0,13987482.0
Mark Neveldine,5,5.5600000000000005,23086958.4
Mark Osborne,2,7.699999999999999,108367086.5
Mark Pellington,2,6.85,29795598.5
Mark Piznarski,1,5.1,10494147.0
Mark Romanek,2,7.0,17004588.0
Mark Rosman,2,5.7,33839467.5
Mark Rydell,1,6.9,29200000.0
Mark Sandrich,1,7.8,3000000.0
Mark Steven Johnson,2,6.050000000000001,67027640.0
Mark Tarlov,1,5.3,4394936.0
Mark Tonderai,1,5.6,31607598.0
Mark Waters,6,6.3,65721264.166666664
Mark Young,1,5.4,47726636.51668302
Mars Callahan,1,7.0,562059.0
Martha Coolidge,1,5.9,28165882.0
Martin Brest,4,6.1,80860131.25
Martin Campbell,8,6.55,80694307.875
Martin Koolhoven,1,7.1,542860.0
Martin Lawrence,1,5.6,34746109.0
Martin McDonagh,2,7.6,11373445.5
Martin Ritt,2,7.4,47726636.51668302
Martin Scorsese,20,7.659999999999999,50787020.0516683
Martin Weisz,1,5.1,20801344.0
Martyn Pick,1,5.7,47726636.51668302
Mary Harron,1,7.6,15047419.0
Mary Lambert,2,5.6,31343338.5
Mary McGuckian,1,5.1,42880.0
Mary Pat Kelly,1,5.8,47726636.51668302
Maryam Keshavarz,1,5.9,439958.0
Masayuki Ochiai,1,5.2,25926543.0
Mateo Gil,1,6.6,199652.0
Mathieu Amalric,1,6.3,231186.0
Mathieu Kassovitz,2,5.699999999999999,41059883.0
Matt Bettinelli-Olpin,1,4.0,15818967.0
Matt Birch,2,6.95,47726636.51668302
Matt Cimber,1,4.5,47726636.51668302
Matt Dillon,1,6.0,325491.0
Matt Jackson,1,5.4,47726636.51668302
Matt Johnson,1,6.7,47726636.51668302
Matt Maiellaro,1,6.9,5518918.0
Matt Piedmont,1,5.5,5895238.0
Matt Reeves,4,6.675,87109788.37917076
Matt Walsh,1,5.4,47726636.51668302
Matt Williams,1,6.8,33771174.0
Matthew Bright,1,6.9,47726636.51668302
Matthew Diamond,1,6.7,1064277.0
Matthew Hastings,1,4.6,47726636.51668302
Matthew O'Callaghan,1,6.6,58336565.0
Matthew R. Anderson,1,3.0,47726636.51668302
Matthew Robbins,1,6.7,6000000.0
Matthew Vaughn,4,7.65,58783243.5
Matthew Watts,1,6.8,47726636.51668302
Matty Rich,2,6.2,5796499.0
Maurice Joyce,1,5.0,19421271.0
Maurizio Benazzo,1,7.2,381225.0
Max Färberböck,1,7.3,927107.0
Max Joseph,1,6.1,3590010.0
Max Mayer,1,7.2,2277396.0
Maïwenn,1,7.3,171320.0
McG,6,6.083333333333333,80048424.5
Meiert Avis,1,4.2,1046166.0
Mel Brooks,6,7.2,64516565.42500818
Mel Gibson,3,7.766666666666667,42319717.333333336
Mel Smith,1,6.2,226792.0
Mel Stuart,1,7.8,47726636.51668302
Melville Shavelson,1,7.2,47726636.51668302
Melvin Van Peebles,1,5.5,15180000.0
Mennan Yapo,1,5.9,47852604.0
Menno Meyjes,1,6.8,7486906.0
Mervyn LeRoy,1,7.2,47726636.51668302
Mic Rodgers,1,4.1,10431220.0
Michael Anderson,1,6.8,25000000.0
Michael Apted,6,6.516666666666667,62283244.333333336
Michael Bay,13,6.638461538461538,171634041.30769232
Michael Burke,1,7.2,47726636.51668302
Michael Caton-Jones,4,5.9,28698915.75
Michael Chapman,1,5.3,1953732.0
Michael Cimino,2,7.5,24613318.25834151
Michael Clancy,1,6.7,70527.0
Michael Cohn,1,6.3,47726636.51668302
Michael Corrente,2,6.4,3845297.5
Michael Crichton,1,7.0,47726636.51668302
Michael Cristofer,1,6.0,16252765.0
Michael Cuesta,2,7.1,1793737.5
Michael Curtiz,3,7.433333333333333,47726636.51668302
Michael D. Sellers,1,5.7,71904.0
Michael Dinner,1,5.6,13019253.0
Michael Dougherty,1,6.2,42592530.0
Michael Dowse,2,6.85,3522255.5
Michael Gornick,1,6.0,14000000.0
Michael Haneke,3,7.3999999999999995,1247554.6666666667
Michael Herz,2,5.65,24259801.25834151
Michael Hoffman,3,6.866666666666667,15812603.666666666
Michael Hoffman Jr.,1,3.5,47726636.51668302
Michael J. Bassett,1,5.0,17529157.0
Michael Jai White,1,5.8,47726636.51668302
Michael Kang,1,6.8,47111.0
Michael Landon Jr.,2,6.550000000000001,316184.5
Michael Lehmann,3,5.633333333333333,32599584.0
Michael Lembeck,2,5.9,73640067.0
Michael Mann,6,7.083333333333333,60622630.0
Michael Martin,1,3.9,10305534.0
Michael Mayer,2,6.5,11013863.0
Michael McCullers,1,6.0,60269340.0
Michael McGowan,1,7.6,795126.0
Michael Meredith,1,5.5,19348.0
Michael Moore,6,7.283333333333334,38941102.752780505
Michael O. Sajbel,2,6.85,8406022.5
Michael Patrick Jann,1,6.5,10561238.0
Michael Patrick King,1,4.3,95328937.0
Michael Polish,5,5.779999999999999,13165871.303336604
Michael Pressman,1,6.0,78656813.0
Michael Radford,2,6.8,25739680.75834151
Michael Ritchie,3,6.2,45221259.505561
Michael Roemer,1,8.1,12438.0
Michael Rymer,2,5.65,22155472.5
Michael Schultz,3,6.8,29202122.17222767
Michael Spierig,1,6.5,29975979.0
Michael Sucsy,1,6.8,125014030.0
Michael Taliferro,1,3.4,47726636.51668302
Michael Tiddes,3,4.433333333333334,23010448.0
Michael Tollin,2,5.9,35985688.0
Michael Wadleigh,1,8.1,13300000.0
Michael Walker,1,4.5,47726636.51668302
Michael Winner,1,4.0,47726636.51668302
Michael Winnick,1,4.2,47726636.51668302
Michael Winterbottom,6,6.183333333333334,9827157.586113837
Michel Gondry,4,6.925000000000001,38942559.75
Michel Hazanavicius,1,8.0,44667095.0
Michel Leclerc,1,7.2,513836.0
Michel Orion Scott,1,7.4,155984.0
Mick Jackson,2,5.75,84709916.0
Mickey Liddell,1,3.8,13350177.0
Miguel Arteta,5,6.42,20831131.6
Miguel Sapochnik,1,6.3,13763130.0
Mikael Håfström,4,6.525,41538679.75
Mikael Salomon,1,5.8,19819494.0
Mike Barker,1,6.7,47726636.51668302
Mike Bigelow,1,4.6,22264487.0
Mike Binder,3,7.0,19997673.666666668
Mike Bruce,1,4.1,243768.0
Mike Cahill,2,7.15,825366.0
Mike Disa,1,4.8,10134754.0
Mike Figgis,2,6.5,16184070.0
Mike Flanagan,2,6.15,37708055.258341506
Mike Gabriel,1,6.6,141600000.0
Mike Hodges,1,6.4,47726636.51668302
Mike Judge,4,6.85,21287223.0
Mike Leigh,5,7.359999999999999,3446448.4
Mike Marvin,1,5.9,3500000.0
Mike Mayhall,1,8.6,47726636.51668302
Mike McCoy,1,6.5,70011073.0
Mike Mills,2,6.9,3550693.5
Mike Mitchell,4,5.675000000000001,125237609.25
Mike Nawrocki,2,6.15,19136615.5
Mike Newell,7,6.8428571428571425,78870397.0
Mike Nichols,6,6.683333333333334,43103406.252780505
Mike van Diem,1,7.8,713413.0
Mikel Rueda,1,7.2,47726636.51668302
Milos Forman,3,8.133333333333333,66060211.666666664
Mimi Leder,3,6.3999999999999995,71741432.66666667
Mira Nair,5,6.68,10102398.8
Miranda July,1,7.4,3885134.0
Mitch Davis,2,5.8,26223503.75834151
Mitchell Altieri,1,8.7,47726636.51668302
Mitchell Lichtenstein,1,5.4,347578.0
Molly Bernstein,1,7.1,151389.0
Mona Fastvold,1,4.9,47726636.51668302
Monte Hellman,1,6.2,47726636.51668302
Mor Loushy,1,7.2,34151.0
Mora Stephens,1,5.7,47726636.51668302
Morgan J. Freeman,2,6.35,216594.0
Morgan Neville,1,7.4,4946250.0
Morgan Spurlock,3,6.0,13680406.0
Mort Nathan,1,4.9,8586376.0
Morten Tyldum,2,7.85,46159102.0
Moustapha Akkad,1,8.4,47726636.51668302
Myles Berkowitz,1,5.3,536767.0
Måns Mårlind,1,6.4,62321039.0
Nacho Vigalondo,1,7.2,38108.0
Nadia Tass,1,7.2,47726636.51668302
Nadine Labaki,1,7.2,1060591.0
Nae Caranfil,1,7.1,47726636.51668302
Nancy Meyers,5,6.76,111719830.0
Nancy Walker,1,4.5,2000000.0
Nanette Burstein,1,6.3,17797316.0
Nat Faxon,1,7.4,21501098.0
Natalie Bible',1,3.2,47726636.51668302
Nate Parker,1,5.4,47726636.51668302
Nathan Frankowski,1,6.6,47726636.51668302
Nathan Greno,1,7.8,200807262.0
Nathan Smith Jones,1,5.7,47726636.51668302
Neal Brennan,1,5.8,15102127.0
Neema Barnette,1,5.3,243347.0
Neil Burger,4,6.975,47722104.5
Neil Jordan,8,6.7625,27003349.625
Neil LaBute,3,6.566666666666666,22429132.666666668
Neil Marshall,3,6.533333333333334,12361207.0
Neil Mcenery-West,1,4.8,47726636.51668302
Neill Blomkamp,3,7.166666666666667,80088540.0
Neill Dela Llana,1,6.3,70071.0
Nelson McCormick,2,4.75,36440360.0
Newt Arnold,1,6.8,11806119.0
Niall Johnson,1,5.6,47726636.51668302
Nicholas Fackler,1,7.3,124720.0
Nicholas Hytner,3,6.533333333333334,16329422.0
Nicholas Jarecki,1,6.6,7918283.0
Nicholas Meyer,2,7.45,76894498.0
Nicholas Ray,1,6.8,47726636.51668302
Nicholas Stoller,5,6.44,71558718.0
Nicholaus Goossen,1,7.0,6088249.0
Nick Cassavetes,4,7.075,51045757.25
Nick Gomez,1,5.6,15427192.0
Nick Hamm,1,4.8,14334645.0
Nick Hurran,1,5.2,20422207.0
Nick Love,2,5.5,23876490.75834151
Nick Murphy,1,6.5,47726636.51668302
Nick Tomnay,1,6.8,48430.0
Nickolas Perry,1,5.2,47726636.51668302
Nicolae Constantin Tanase,1,6.5,47726636.51668302
Nicolas Winding Refn,4,6.9,9317273.25
Nicole Holofcener,5,6.659999999999999,8080269.0
Niels Arden Oplev,2,7.3,29303781.25834151
Nigel Cole,2,6.9,11465291.0
Niki Caro,3,7.433333333333334,27855546.666666668
Nils Gaup,1,6.7,47726636.51668302
Nima Nourizadeh,1,6.7,54724272.0
Nimród Antal,3,6.433333333333334,23803177.0
Nnegest Likké,1,3.0,7059537.0
Noah Baumbach,3,7.033333333333334,6333134.666666667
Noah Buschel,1,6.2,17580.0
Noam Murro,1,6.2,106369117.0
Noel Marshall,1,6.4,2000000.0
Nora Ephron,3,6.166666666666667,73290400.66666667
Norman Ferguson,1,7.5,84300000.0
Norman Jewison,5,6.7,30703117.3033366
Ol Parker,2,7.050000000000001,24198938.25834151
Olatunde Osunsanmi,1,5.9,25464480.0
Ole Bornedal,1,5.9,49122319.0
Ole Christian Madsen,1,7.3,145109.0
Oleg Stepchenko,1,5.4,47726636.51668302
Oliver Blackburn,1,5.2,18378.0
Oliver Hirschbiegel,2,7.1000000000000005,10286727.0
Oliver Parker,4,6.475,20692355.879170753
Oliver Stone,14,6.95,51965667.82262021
Olivier Assayas,2,7.1,2496691.5
Olivier Dahan,1,5.7,47726636.51668302
Olivier Megaton,3,6.233333333333333,88590721.66666667
Oren Moverman,1,7.2,66637.0
Oren Peli,2,5.25,77821959.7583415
Orson Welles,1,7.7,7927.0
Ossie Davis,1,6.6,47726636.51668302
P.J. Hogan,1,6.3,126805112.0
Pan Nalin,2,7.3,23871764.25834151
Panos Cosmatos,1,6.1,56129.0
Paolo Monico,1,5.1,47726636.51668302
Paolo Sorrentino,1,7.7,2835886.0
Pascal Arnold,1,5.8,18435.0
Pascal Chaumeil,1,6.3,47726636.51668302
Pat Holden,1,5.4,47726636.51668302
Pat O'Connor,1,6.7,25178165.0
Patrice Leconte,1,7.3,3058380.0
Patricia Cardoso,2,6.65,26785782.75834151
Patricia Riggen,3,7.033333333333334,28823757.666666668
Patricia Rozema,1,6.7,17655201.0
Patrick Creadon,1,7.4,3117666.0
Patrick Gilles,1,7.5,47726636.51668302
Patrick Gilmore,1,6.7,26288320.0
Patrick Hughes,1,6.1,39292022.0
Patrick Lussier,4,5.4,35740396.62917075
Patrick Meaney,1,7.4,47726636.51668302
Patrick Read Johnson,2,5.6,16020539.0
Patrick Ryan Sims,1,3.6,47726636.51668302
Patrick Stettner,2,6.15,4427078.5
Patrick Tatopoulos,1,6.6,45802315.0
Patty Jenkins,1,7.3,34468224.0
Paul Abascal,1,5.8,15712072.0
Paul Andrew Williams,2,6.6,47726636.51668302
Paul Bartel,1,6.2,47726636.51668302
Paul Bolger,1,4.5,15519841.0
Paul Bunnell,1,5.7,2436.0
Paul Crowder,1,7.3,144431.0
Paul Donovan,1,4.3,47726636.51668302
Paul Feig,4,6.0,115850535.0
Paul Fierlinger,1,6.9,246574.0
Paul Fox,1,6.1,47726636.51668302
Paul Greengrass,7,7.585714285714286,98010408.57142857
Paul Gross,2,6.25,25983201.75834151
Paul Haggis,3,7.5,27488095.0
Paul Hunter,1,5.5,23020488.0
Paul King,1,7.2,76137505.0
Paul Mazursky,1,5.9,2104000.0
Paul McGuigan,3,6.933333333333334,13699709.0
Paul Michael Glaser,1,6.6,38122105.0
Paul Schrader,6,5.683333333333334,24398578.25834151
Paul Thomas Anderson,6,7.516666666666667,21886070.0
Paul Tibbitt,1,6.0,162495848.0
Paul Verhoeven,5,6.56,54404735.8
Paul W.S. Anderson,10,5.99,41343224.1
Paul Weiland,1,5.8,46012734.0
Paul Weitz,6,6.016666666666667,55768137.833333336
Pawel Pawlikowski,2,7.1,2409346.5
Pece Dingo,1,4.5,47726636.51668302
Pedro Almodóvar,1,7.6,12899702.0
Penelope Spheeris,1,7.0,121697350.0
Penny Marshall,4,6.75,69135334.0
Perry Andelin Blake,1,3.3,40363530.0
Perry Lang,1,5.8,47726636.51668302
Pete Docter,3,8.233333333333334,313113780.3333333
Pete Jones,1,6.5,119841.0
Pete Travis,2,6.85,42833994.5
Peter Atencio,1,6.4,20566327.0
Peter Berg,6,6.666666666666667,87173364.5
Peter Billingsley,1,5.5,109176215.0
Peter Care,1,7.1,1779284.0
Peter Cattaneo,4,6.55,13083754.0
Peter Chelsom,5,5.779999999999999,39355909.2
Peter Cousens,1,6.2,47726636.51668302
Peter DeLuise,1,5.9,47726636.51668302
Peter Faiman,1,6.5,174635000.0
Peter Farrelly,1,7.3,127175354.0
Peter Flinth,1,6.6,47726636.51668302
Peter H. Hunt,1,7.6,47726636.51668302
Peter Hastings,1,4.0,16988996.0
Peter Hedges,2,6.85,27106817.0
Peter Hewitt,4,5.3,36848936.0
Peter Ho-Sun Chan,1,7.1,128978.0
Peter Howitt,4,6.225,17167359.0
Peter Hyams,6,5.483333333333333,36985302.752780505
Peter Jackson,11,7.718181818181819,215901638.0909091
Peter Kassovitz,1,6.5,4956401.0
Peter Kosminsky,1,7.2,16346122.0
Peter Landesman,1,7.1,34531832.0
Peter Lepeniotis,1,5.8,64238770.0
Peter Lord,2,6.85,68922520.5
Peter M. Cohen,1,4.4,4142507.0
Peter MacDonald,1,5.7,53715611.0
Peter Medak,1,6.6,3275585.0
Peter R. Hunt,1,6.8,22800000.0
Peter Ramsey,1,7.3,103400692.0
Peter Segal,7,6.185714285714285,90817089.14285715
Peter Sohn,1,6.8,123070338.0
Peter Sollett,3,6.8,11364755.0
Peter Stebbings,1,6.8,37606.0
Peter Webber,2,6.6,19651154.5
Peter Weir,4,7.725,95222465.5
Peter Yates,1,6.0,47726636.51668302
Petter Næss,1,7.6,313436.0
Peyton Reed,4,6.475,116227128.5
Phil Alden Robinson,1,6.4,118471320.0
Phil Claydon,1,5.2,47726636.51668302
Phil Joanou,2,5.800000000000001,43079729.758341506
Phil Lord,4,7.275,178172594.25
Phil Morrison,1,5.6,4556.0
Phil Traill,1,4.8,33860010.0
Philip G. Atwell,1,6.3,22466994.0
Philip Kaufman,2,7.65,14280438.0
Philip Saville,1,7.7,4068087.0
Philip Zlotorynski,1,3.3,47726636.51668302
Phillip Noyce,9,6.766666666666667,57776561.777777776
Phyllida Lloyd,2,6.35,86831823.0
Pierre Coffin,2,7.6,309775640.0
Pierre Morel,4,6.85,45041021.5
Pitof,1,3.3,40198710.0
Piyush Dinker Pandya,1,6.7,902835.0
Pou-Soi Cheang,1,6.0,47726636.51668302
Prachya Pinkaew,1,7.1,11905519.0
Preston A. Whitmore II,2,4.1,28065801.0
Qasim Basir,1,6.7,47726636.51668302
Quentin Dupieux,1,5.8,98017.0
Quentin Tarantino,8,8.2,78017449.25
R. Balki,1,7.2,199228.0
R.J. Cutler,1,6.8,50461335.0
RZA,1,5.4,15608545.0
Rachel Goldenberg,1,2.5,47726636.51668302
Rachel Perkins,1,6.3,110029.0
Rachel Talalay,2,5.050000000000001,19468313.0
Rafa Lara,1,6.2,169379.0
Raja Gosnell,6,4.916666666666667,110527036.66666667
Raja Menon,1,8.5,47726636.51668302
Rajkumar Hirani,1,8.2,47726636.51668302
Rakesh Roshan,1,6.3,47726636.51668302
Rakeysh Omprakash Mehra,1,8.4,2197331.0
Ralph Fiennes,1,6.2,756452.0
Ralph Nelson,1,7.1,47726636.51668302
Ralph Ziman,1,7.8,4958.0
Ramaa Mosley,1,6.4,6643.0
Rand Ravich,1,5.3,10654581.0
Randal Kleiser,3,6.533333333333334,87959932.17222767
Randall Miller,2,6.949999999999999,2187123.0
Randall Rubin,1,6.2,47726636.51668302
Randall Wallace,4,6.625,71534831.75
Randy Moore,1,5.2,169719.0
Rania Attieh,1,6.3,47726636.51668302
Rawson Marshall Thurber,3,6.766666666666667,130260640.0
Ray Griggs,1,5.1,425899.0
Ray Lawrence,1,6.4,399879.0
Raymond De Felitta,1,7.4,6670712.0
Rebecca Miller,1,6.7,712294.0
Reed Cowan,1,7.1,99851.0
Regardt van den Bergh,1,6.9,47726636.51668302
Reginald Hudlin,3,5.266666666666667,33541019.0
Reinhard Klooss,1,4.9,47726636.51668302
Remo,1,6.4,95236.0
Renny Harlin,15,5.746666666666667,34931729.8
René Féret,1,6.4,706622.0
Rian Johnson,2,7.15,34993971.0
Ric Roman Waugh,1,6.5,42919096.0
Rich Christiano,1,5.6,15278.0
Rich Cowan,1,6.5,609042.0
Rich Moore,1,7.8,189412677.0
Richard Attenborough,4,7.6,32567108.379170753
Richard Ayoade,1,7.3,466702.0
Richard Benjamin,3,4.733333333333333,8523554.666666666
Richard Boddington,1,4.7,47726636.51668302
Richard Brooks,4,7.8,47726636.51668302
Richard Curtis,3,7.633333333333333,27551257.666666668
Richard Donner,11,6.754545454545454,66533654.54848783
Richard Dutcher,1,7.2,798341.0
Richard E. Grant,1,6.9,233103.0
Richard Eyre,2,7.25,9400394.5
Richard Fleischer,5,6.540000000000001,36815981.91000982
Richard Glatzer,2,7.3,10173199.5
Richard J. Lewis,1,7.3,7501404.0
Richard Kelly,3,6.3999999999999995,5348993.0
Richard Kwietniowski,2,7.15,1776659.0
Richard LaGravenese,5,6.659999999999999,24549686.6
Richard Lester,5,6.6,52833655.6066732
Richard Linklater,11,7.327272727272727,14664905.727272727
Richard Loncraine,3,6.533333333333334,22725551.666666668
Richard Marquand,1,8.4,309125409.0
Richard Montoya,1,6.3,79043.0
Richard Raymond,1,6.0,143653.0
Richard Rich,1,6.0,47726636.51668302
Richard Schenkman,2,6.4,47726636.51668302
Richard Shepard,3,6.633333333333333,4655082.333333333
Richard Wallace,1,6.2,47726636.51668302
Richard Williams,1,7.2,669276.0
Rick Bieber,1,5.7,399611.0
Rick Famuyiwa,4,6.4,22532852.25
Rick Friedberg,1,5.3,26906039.0
Rick Rosenthal,1,4.1,30259652.0
Rick de Oliveira,1,2.7,3713002.0
Ricki Stern,1,7.7,1111.0
Ricky Gervais,1,6.4,18439082.0
Ridley Scott,17,7.070588235294117,78692452.23529412
Ringo Lam,1,5.4,14095303.0
Risa Bramon Garcia,1,5.9,6851636.0
Rita Merson,1,5.3,47726636.51668302
Ritesh Batra,1,7.8,4231500.0
Rob Bowman,4,6.05,38552786.75
Rob Cohen,9,5.577777777777778,66672941.88888889
Rob Hawk,1,5.0,47726636.51668302
Rob Hedden,1,4.5,14343976.0
Rob Letterman,3,5.933333333333334,107043375.66666667
Rob Marshall,5,6.6,123286001.2
Rob McKittrick,1,6.8,16101109.0
Rob Minkoff,5,5.94,83423053.4
Rob Pritts,1,4.6,23978402.0
Rob Reiner,11,7.0181818181818185,49727030.27272727
Rob Schmidt,1,6.1,15417771.0
Rob Zombie,4,5.725,16008568.0
Robby Henson,1,5.1,978908.0
Robert Adetuyi,1,4.5,47726636.51668302
Robert Altman,3,6.8,20977080.333333332
